#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.1983 3.5562 3.5000 0.8217 0.332
  2 8.535100e+03 4.2098 3.5550 3.4998 0.8230 0.347
  3 1.921840e+04 4.2211 3.5537 3.4995 0.8237 0.376
  4 3.182570e+04 4.2325 3.5523 3.4989 0.8243 0.419
  5 4.587870e+04 4.2431 3.5507 3.4981 0.8248 0.475
  6 6.085590e+04 4.2524 3.5491 3.4971 0.8251 0.541
  7 7.637750e+04 4.2604 3.5474 3.4956 0.8253 0.614
  8 9.221200e+04 4.2672 3.5462 3.4938 0.8255 0.692
  9 1.082300e+05 4.2730 3.5447 3.4915 0.8256 0.773
 10 1.243590e+05 4.2782 3.5430 3.4887 0.8256 0.857
 11 1.405620e+05 4.2828 3.5412 3.4853 0.8257 0.942
 12 1.568180e+05 4.2869 3.5389 3.4808 0.8258 1.028
 13 1.731150e+05 4.2910 3.5229 3.4808 0.8258 1.115
 14 1.894420e+05 4.2949 3.5087 3.4806 0.8258 1.202
 15 2.057950e+05 4.2987 3.5017 3.4804 0.8259 1.290
 16 2.221700e+05 4.3025 3.4970 3.4802 0.8259 1.378
 17 2.385670e+05 4.3063 3.4934 3.4799 0.8259 1.466
 18 2.549820e+05 4.3100 3.4902 3.4796 0.8260 1.554
 19 2.714170e+05 4.3138 3.4877 3.4793 0.8260 1.642
 20 2.878690e+05 4.3176 3.4853 3.4789 0.8260 1.731
 21 3.043390e+05 4.3215 3.4828 3.4785 0.8261 1.819
 22 3.208250e+05 4.3255 3.4807 3.4781 0.8261 1.907
 23 3.373290e+05 4.3295 3.4790 3.4776 0.8261 1.995
 24 3.538480e+05 4.3335 3.4768 3.4771 0.8261 2.083
 25 3.703850e+05 4.3376 3.4751 3.4765 0.8262 2.171
 26 3.869370e+05 4.3418 3.4733 3.4759 0.8262 2.259
 27 4.035060e+05 4.3461 3.4718 3.4752 0.8262 2.347
 28 4.200900e+05 4.3504 3.4699 3.4742 0.8262 2.435
 29 4.366910e+05 4.3546 3.4685 3.4718 0.8263 2.523
 30 4.533100e+05 4.3586 3.4665 3.4645 0.8263 2.611
 31 4.699510e+05 4.3614 3.4647 3.4427 0.8263 2.699
 32 4.866260e+05 4.3631 3.4627 3.4077 0.8264 2.789
 33 5.033480e+05 4.3638 3.4601 3.3613 0.8264 2.880
 34 5.201220e+05 4.3636 3.4577 3.3056 0.8265 2.973
 35 5.369550e+05 4.3624 3.4547 3.2392 0.8265 3.069
 36 5.538510e+05 4.3598 3.4518 3.1605 0.8266 3.169
 37 5.708150e+05 4.3554 3.4483 3.0638 0.8267 3.273
 38 5.878510e+05 4.3492 3.4442 2.9493 0.8268 3.382
 39 6.049530e+05 4.3405 3.4395 2.8081 0.8270 3.500
 40 6.221100e+05 4.3277 3.4328 2.6184 0.8272 3.628
 41 6.392970e+05 4.3091 3.4231 2.3515 0.8276 3.773
 42 6.564280e+05 4.2803 3.4057 1.9005 0.8283 3.941
