#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.3193 3.5883 1.6000 0.5290 0.323
  2 1.605190e+05 3.3599 3.5846 1.6000 0.5312 0.336
  3 3.508810e+05 3.4091 3.5800 1.6000 0.5340 0.386
  4 5.677530e+05 3.4646 3.5743 1.6000 0.5376 0.515
  5 8.024200e+05 3.5225 3.5674 1.6000 0.5420 0.763
  6 1.043200e+06 3.5783 3.5592 1.6000 0.5471 1.145
  7 1.280810e+06 3.6289 3.5254 1.5993 0.5527 1.630
  8 1.510110e+06 3.6733 3.5004 1.5975 0.5585 2.160
  9 1.728790e+06 3.7116 3.4850 1.5946 0.5647 2.707
 10 1.936010e+06 3.7445 3.4727 1.5902 0.5710 3.251
 11 2.131610e+06 3.7727 3.4625 1.5843 0.5773 3.775
 12 2.315880e+06 3.7970 3.4534 1.5768 0.5837 4.270
 13 2.489250e+06 3.8184 3.4454 1.5678 0.5900 4.731
 14 2.652230e+06 3.8375 3.4385 1.5571 0.5963 5.156
 15 2.805370e+06 3.8547 3.4320 1.5450 0.6026 5.547
 16 2.949210e+06 3.8706 3.4260 1.5316 0.6089 5.907
 17 3.084260e+06 3.8855 3.4203 1.5169 0.6152 6.235
 18 3.211050e+06 3.8995 3.4150 1.5011 0.6214 6.537
 19 3.330070e+06 3.9128 3.3958 1.3092 0.6276 6.765
