#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.4960 3.5650 1.4000 0.5551 0.327
  2 1.249630e+05 3.5348 3.5612 1.4000 0.5579 0.354
  3 2.790440e+05 3.5823 3.5562 1.4000 0.5615 0.445
  4 4.551410e+05 3.6350 3.5500 1.4000 0.5664 0.651
  5 6.405340e+05 3.6864 3.5425 1.3998 0.5723 0.999
  6 8.234280e+05 3.7321 3.5303 1.3996 0.5787 1.449
  7 9.979410e+05 3.7709 3.4773 1.3971 0.5856 1.930
  8 1.162230e+06 3.8034 3.4594 1.3933 0.5926 2.415
  9 1.316010e+06 3.8308 3.4468 1.3879 0.5998 2.885
 10 1.459670e+06 3.8543 3.4365 1.3810 0.6069 3.328
 11 1.593740e+06 3.8747 3.4275 1.3728 0.6140 3.740
 12 1.718850e+06 3.8928 3.4019 1.1475 0.6210 3.968
 13 1.783050e+06 3.8778 3.3985 0.6233 0.6233 3.968
