#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.3175 3.5187 1.2000 0.5244 0.386
  2 1.039140e+05 3.3436 3.5154 1.2000 0.5258 0.386
  3 2.137100e+05 3.3724 3.5122 1.1999 0.5274 0.386
  4 3.297070e+05 3.4037 3.5083 1.1998 0.5293 0.386
  5 4.519450e+05 3.4373 3.5041 1.1995 0.5317 0.386
  6 5.800510e+05 3.4727 3.4997 1.1989 0.5344 0.386
  7 7.131400e+05 3.5094 3.4950 1.1970 0.5376 0.386
  8 8.498040e+05 3.5465 3.4900 1.1920 0.5412 0.386
  9 9.882350e+05 3.5835 3.4840 1.1773 0.5454 0.386
 10 1.126470e+06 3.6196 3.4758 1.1198 0.5500 0.386
 11 1.233710e+06 3.6390 3.4646 0.5533 0.5533 0.386
