#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.4014 3.5272 1.6000 0.5267 0.342
  2 1.011300e+05 3.4220 3.5250 1.6000 0.5281 0.342
  3 2.081260e+05 3.4452 3.5222 1.6000 0.5298 0.342
  4 3.212950e+05 3.4708 3.5195 1.6000 0.5318 0.342
  5 4.406500e+05 3.4986 3.5161 1.6000 0.5342 0.342
  6 5.657740e+05 3.5283 3.5128 1.5999 0.5370 0.342
  7 6.957290e+05 3.5594 3.5090 1.5998 0.5402 0.342
  8 8.290580e+05 3.5912 3.5051 1.5995 0.5440 0.342
  9 9.639280e+05 3.6232 3.5011 1.5989 0.5482 0.342
 10 1.098380e+06 3.6547 3.4971 1.5974 0.5529 0.342
 11 1.230580e+06 3.6851 3.4931 1.5943 0.5579 0.342
 12 1.359080e+06 3.7141 3.4892 1.5875 0.5634 0.342
 13 1.482850e+06 3.7414 3.4850 1.5729 0.5691 0.342
 14 1.601250e+06 3.7670 3.4802 1.5390 0.5751 0.342
 15 1.714030e+06 3.7905 3.4712 1.4311 0.5812 0.342
 16 1.799460e+06 3.8029 3.4603 0.5855 0.5855 0.342
