#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.4583 3.5852 1.9000 0.5383 0.323
  2 1.452950e+05 3.4895 3.5824 1.9000 0.5407 0.354
  3 3.227890e+05 3.5263 3.5787 1.9000 0.5434 0.446
  4 5.268270e+05 3.5682 3.5738 1.9000 0.5467 0.645
  5 7.497800e+05 3.6120 3.5675 1.9000 0.5506 0.994
  6 9.813770e+05 3.6542 3.5559 1.9000 0.5550 1.499
  7 1.213130e+06 3.6919 3.5169 1.8989 0.5596 2.118
  8 1.440000e+06 3.7245 3.5012 1.8969 0.5643 2.782
  9 1.659530e+06 3.7520 3.4895 1.8937 0.5691 3.441
 10 1.870650e+06 3.7752 3.4802 1.8891 0.5738 4.075
 11 2.073010e+06 3.7947 3.4722 1.8830 0.5786 4.672
 12 2.266690e+06 3.8114 3.4657 1.8754 0.5832 5.223
 13 2.451900e+06 3.8260 3.4598 1.8662 0.5879 5.729
 14 2.628870e+06 3.8390 3.4544 1.8555 0.5925 6.193
 15 2.797890e+06 3.8510 3.4495 1.8433 0.5971 6.616
 16 2.959190e+06 3.8622 3.4452 1.8298 0.6018 7.004
 17 3.113040e+06 3.8729 3.4411 1.8150 0.6064 7.359
 18 3.259670e+06 3.8829 3.4371 1.7991 0.6110 7.682
 19 3.399460e+06 3.8928 3.4330 1.7822 0.6157 7.980
 20 3.532570e+06 3.9025 3.4291 1.7643 0.6204 8.255
 21 3.659240e+06 3.9120 3.4251 1.7455 0.6252 8.509
 22 3.779710e+06 3.9214 3.4215 1.7259 0.6300 8.744
 23 3.894220e+06 3.9307 3.4177 1.7056 0.6349 8.961
 24 4.002990e+06 3.9399 3.4144 1.6848 0.6397 9.164
 25 4.106270e+06 3.9491 3.4109 1.6635 0.6447 9.352
 26 4.204280e+06 3.9583 3.3949 1.4830 0.6496 9.514
 27 4.262500e+06 3.9529 3.3720 0.6505 0.6505 9.514
