#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.3956 3.5860 1.7500 0.5223 0.323
  2 1.705400e+05 3.4212 3.5837 1.7500 0.5243 0.323
  3 3.701660e+05 3.4545 3.5806 1.7500 0.5271 0.323
  4 5.973720e+05 3.4954 3.5768 1.7500 0.5310 0.382
  5 8.423870e+05 3.5392 3.5721 1.7500 0.5355 0.550
  6 1.092980e+06 3.5825 3.5662 1.7500 0.5404 0.854
  7 1.342200e+06 3.6234 3.5586 1.7500 0.5456 1.281
  8 1.585810e+06 3.6609 3.5204 1.7491 0.5510 1.785
  9 1.821440e+06 3.6944 3.5023 1.7472 0.5565 2.335
 10 2.047800e+06 3.7240 3.4896 1.7444 0.5621 2.905
 11 2.264230e+06 3.7502 3.4790 1.7402 0.5678 3.474
 12 2.470470e+06 3.7732 3.4703 1.7347 0.5734 4.026
 13 2.666500e+06 3.7935 3.4627 1.7276 0.5791 4.552
 14 2.852540e+06 3.8117 3.4556 1.7190 0.5847 5.043
 15 3.028930e+06 3.8280 3.4496 1.7089 0.5902 5.498
 16 3.196050e+06 3.8430 3.4440 1.6973 0.5958 5.917
 17 3.354310e+06 3.8569 3.4385 1.6843 0.6013 6.302
 18 3.504090e+06 3.8700 3.4337 1.6701 0.6068 6.656
 19 3.645770e+06 3.8825 3.4289 1.6547 0.6123 6.981
 20 3.779730e+06 3.8944 3.4240 1.6381 0.6178 7.280
 21 3.906330e+06 3.9058 3.4199 1.6208 0.6232 7.554
 22 4.026030e+06 3.9170 3.4154 1.6026 0.6287 7.806
 23 4.139100e+06 3.9279 3.4114 1.5821 0.6342 8.039
 24 4.245910e+06 3.9387 3.3821 1.2403 0.6397 8.188
 25 4.292880e+06 3.9092 3.3817 0.6403 0.6403 8.188
