#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.3572 3.5670 5.0000 0.9725 0.338
  2 1.748350e+03 4.3929 3.5634 5.0000 0.9730 0.340
  3 3.677260e+03 4.4265 3.5600 4.9999 0.9733 0.344
  4 5.798600e+03 4.4586 3.5568 4.9998 0.9736 0.348
  5 8.109590e+03 4.4888 3.5537 4.9996 0.9738 0.348
  6 1.058660e+04 4.5166 3.5508 4.9991 0.9740 0.322
  7 1.319920e+04 4.5418 3.5479 4.9981 0.9741 0.262
  8 1.591770e+04 4.5644 3.5456 4.9963 0.9742 0.178
  9 1.871740e+04 4.5843 3.5437 4.9932 0.9743 0.103
 10 2.157890e+04 4.6017 3.5417 4.9883 0.9744 0.068
 11 2.448790e+04 4.6169 3.5403 4.9809 0.9745 0.062
 12 2.743450e+04 4.6299 3.5387 4.9702 0.9746 0.062
 13 3.041220e+04 4.6408 3.5373 4.9553 0.9746 0.064
 14 3.341710e+04 4.6499 3.5360 4.9352 0.9747 0.065
 15 3.644720e+04 4.6572 3.5348 4.9088 0.9747 0.067
 16 3.950230e+04 4.6627 3.5337 4.8749 0.9748 0.069
 17 4.258310e+04 4.6663 3.5324 4.8319 0.9748 0.070
 18 4.569180e+04 4.6681 3.5311 4.7778 0.9749 0.072
 19 4.883130e+04 4.6680 3.5302 4.7109 0.9749 0.074
 20 5.200520e+04 4.6657 3.5292 4.6286 0.9750 0.076
 21 5.521810e+04 4.6611 3.5282 4.5277 0.9750 0.078
 22 5.847510e+04 4.6535 3.5271 4.4018 0.9750 0.080
 23 6.178300e+04 4.6422 3.5257 4.2429 0.9751 0.082
 24 6.514980e+04 4.6257 3.5240 4.0314 0.9751 0.084
 25 6.858680e+04 4.5992 3.5211 3.7132 0.9751 0.091
 26 7.211380e+04 4.5448 3.5146 3.0499 0.9752 0.131
 27 7.577950e+04 4.4920 3.5041 2.2532 0.9753 0.189
 28 7.950810e+04 4.4652 3.5012 1.6046 0.9756 0.265
