 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -1.657  3.637  5.068  6.898  2.118  0.767 6.85E-5 1.92E-4 0.0000 0.0000 -1.656 0.0000 0.0405  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 2.28774E+10 -1.595  3.640  5.018  6.883  2.044  0.746 6.85E-5 1.92E-4 0.0000 0.0000 -1.595 0.0000 0.0553  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
