 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -2.008  3.616  5.157  6.832  2.326  0.767 6.85E-5 1.92E-4 0.0000 0.0000 -2.008 0.0000 0.0038  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 2.08772E+10 -1.945  3.619  5.106  6.818  2.252  0.746 6.85E-5 1.92E-4 0.0000 0.0000 -1.945 0.0000 0.0405  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
