 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -1.536  3.645  5.043  6.924  2.051  0.768 6.85E-5 1.92E-4 0.0000 0.0000 -1.534 0.0000 0.0405  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 2.39691E+10 -1.470  3.648  4.990  6.908  1.974  0.744 6.84E-5 1.92E-4 0.0000 0.0000 -1.470 0.0000 0.0553  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
