#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.8031 3.4527 2.5000 0.6117 0.361
  2 2.160980e+04 3.8151 3.4509 2.4997 0.6131 0.361
  3 4.316920e+04 3.8275 3.4490 2.4993 0.6146 0.361
  4 6.467090e+04 3.8397 3.4471 2.4988 0.6162 0.361
  5 8.610780e+04 3.8519 3.4452 2.4980 0.6179 0.361
  6 1.074720e+05 3.8638 3.4434 2.4969 0.6197 0.361
  7 1.287560e+05 3.8753 3.4415 2.4955 0.6215 0.361
  8 1.499520e+05 3.8865 3.4397 2.4934 0.6235 0.362
  9 1.710520e+05 3.8969 3.4380 2.4907 0.6254 0.363
 10 1.920910e+05 3.9067 3.4363 2.4870 0.6273 0.364
 11 2.131140e+05 3.9159 3.4346 2.4821 0.6291 0.366
 12 2.341380e+05 3.9246 3.4329 2.4756 0.6309 0.369
 13 2.551620e+05 3.9328 3.4316 2.4669 0.6326 0.372
 14 2.761750e+05 3.9405 3.4295 2.4555 0.6344 0.375
 15 2.971590e+05 3.9478 3.4277 2.4402 0.6362 0.379
 16 3.180900e+05 3.9547 3.4258 2.4191 0.6380 0.383
 17 3.389420e+05 3.9613 3.4235 2.3891 0.6399 0.386
 18 3.596830e+05 3.9677 3.4201 2.3433 0.6417 0.390
 19 3.802740e+05 3.9739 3.4154 2.2614 0.6437 0.393
 20 4.006710e+05 3.9799 3.3926 1.8558 0.6458 0.393
