#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.2897 3.6422 0.8000 0.5258 0.416
  2 2.430940e+05 3.3208 3.6400 0.8000 0.5277 0.416
  3 5.708400e+05 3.3681 3.6364 0.8000 0.5310 0.416
  4 9.486380e+05 3.4281 3.6321 0.8000 0.5360 0.416
  5 1.324090e+06 3.4909 3.6272 0.8000 0.5425 0.416
  6 1.676910e+06 3.5506 3.6229 0.7998 0.5503 0.416
  7 2.002600e+06 3.6050 3.6188 0.7994 0.5592 0.416
  8 2.299850e+06 3.6532 3.6156 0.7983 0.5689 0.416
  9 2.568870e+06 3.6954 3.6126 0.7955 0.5791 0.416
 10 2.811050e+06 3.7321 3.6105 0.7893 0.5896 0.416
 11 3.028570e+06 3.7643 3.6090 0.7759 0.6001 0.416
 12 3.223970e+06 3.7926 3.6085 0.7446 0.6105 0.416
