#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.1112 3.6540 0.7000 0.5154 0.361
  2 2.724240e+05 3.1526 3.6513 0.7000 0.5171 0.361
  3 6.312830e+05 3.2128 3.6471 0.7000 0.5199 0.361
  4 1.049590e+06 3.2887 3.6416 0.7000 0.5243 0.361
  5 1.474210e+06 3.3694 3.6359 0.7000 0.5302 0.361
  6 1.877290e+06 3.4467 3.6302 0.6999 0.5375 0.361
  7 2.251270e+06 3.5172 3.6254 0.6995 0.5462 0.361
  8 2.593390e+06 3.5798 3.6212 0.6981 0.5560 0.361
  9 2.902820e+06 3.6344 3.6184 0.6936 0.5665 0.361
 10 3.180400e+06 3.6814 3.6168 0.6806 0.5776 0.361
