#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.9135 3.6386 2.2000 0.7404 0.267
  2 2.354650e+04 3.9362 3.6369 2.2000 0.7421 2.265
  3 6.842390e+04 3.9708 3.6256 2.2000 0.7441 6.751
  4 1.190890e+05 3.9993 3.6025 2.1990 0.7452 10.470
  5 1.710200e+05 4.0193 3.5806 2.1925 0.7459 12.860
  6 2.233380e+05 4.0322 3.5635 2.1771 0.7462 14.353
  7 2.758540e+05 4.0405 3.5500 2.1530 0.7463 15.337
  8 3.285660e+05 4.0458 3.5384 2.1210 0.7465 16.026
  9 3.815040e+05 4.0491 3.5288 2.0821 0.7466 16.529
 10 4.346980e+05 4.0512 3.5198 2.0370 0.7467 16.908
 11 4.881750e+05 4.0526 3.5116 1.9863 0.7468 17.204
 12 5.419620e+05 4.0535 3.5038 1.9304 0.7469 17.438
 13 5.960810e+05 4.0541 3.4959 1.8694 0.7470 17.628
 14 6.505510e+05 4.0545 3.4880 1.8036 0.7471 17.784
 15 7.053900e+05 4.0549 3.4807 1.7330 0.7472 17.913
 16 7.606120e+05 4.0551 3.4728 1.6575 0.7473 18.021
 17 8.162300e+05 4.0554 3.4652 1.5772 0.7474 18.110
 18 8.722550e+05 4.0556 3.4581 1.4921 0.7475 18.185
 19 9.286940e+05 4.0558 3.4511 1.4022 0.7476 18.246
 20 9.855510e+05 4.0561 3.4449 1.3077 0.7478 18.294
