#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.2393 3.6229 2.0000 0.5269 0.310
  2 1.738640e+05 3.2827 3.6190 2.0000 0.5288 0.310
  3 3.834380e+05 3.3374 3.6145 2.0000 0.5316 0.310
  4 6.248210e+05 3.4013 3.6089 2.0000 0.5355 0.612
  5 8.829340e+05 3.4591 3.6004 2.0000 0.5386 1.260
  6 1.165070e+06 3.5142 3.5795 1.9998 0.5414 2.242
  7 1.472250e+06 3.5664 3.5551 1.9987 0.5443 3.484
  8 1.791230e+06 3.6116 3.5358 1.9944 0.5469 4.814
  9 2.112720e+06 3.6489 3.5199 1.9828 0.5492 6.090
 10 2.432010e+06 3.6781 3.5067 1.9589 0.5512 7.231
 11 2.747200e+06 3.7009 3.4949 1.9184 0.5530 8.222
 12 3.057040e+06 3.7190 3.4836 1.8581 0.5549 9.077
 13 3.360220e+06 3.7338 3.4719 1.7754 0.5569 9.817
 14 3.655050e+06 3.7465 3.4589 1.6686 0.5592 10.462
 15 3.939230e+06 3.7583 3.4436 1.5359 0.5621 11.025
 16 4.209790e+06 3.7700 3.4257 1.3764 0.5656 11.514
 17 4.463350e+06 3.7833 3.4038 1.1871 0.5704 11.942
 18 4.640080e+06 3.7826 3.3851 0.5717 0.5717 11.942
