#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.4128 3.5927 1.5000 0.5395 0.320
  2 1.563770e+05 3.4469 3.5897 1.5000 0.5418 0.408
  3 3.536560e+05 3.4879 3.5847 1.5000 0.5443 0.665
  4 5.835780e+05 3.5346 3.5780 1.5000 0.5473 1.213
  5 8.357120e+05 3.5832 3.5534 1.4995 0.5509 2.130
  6 1.097540e+06 3.6294 3.5235 1.4972 0.5548 3.360
  7 1.359750e+06 3.6702 3.5014 1.4899 0.5589 4.729
  8 1.617150e+06 3.7048 3.4822 1.4722 0.5631 6.058
  9 1.867030e+06 3.7335 3.4649 1.4383 0.5674 7.235
 10 2.107700e+06 3.7570 3.4491 1.3839 0.5716 8.238
 11 2.337940e+06 3.7770 3.4324 1.3063 0.5762 9.091
 12 2.556040e+06 3.7950 3.4153 1.2040 0.5812 9.816
 13 2.741290e+06 3.8070 3.3921 0.5851 0.5851 9.816
