#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.3512 3.6099 1.9000 0.5122 0.310
  2 2.017300e+05 3.3699 3.6084 1.9000 0.5137 0.310
  3 4.366050e+05 3.3944 3.6063 1.9000 0.5158 0.310
  4 7.039420e+05 3.4251 3.6037 1.9000 0.5186 0.471
  5 9.953170e+05 3.4560 3.5992 1.9000 0.5211 0.854
  6 1.313870e+06 3.4879 3.5919 1.9000 0.5235 1.496
  7 1.661330e+06 3.5215 3.5686 1.8995 0.5259 2.405
  8 2.026390e+06 3.5546 3.5500 1.8978 0.5284 3.513
  9 2.398400e+06 3.5857 3.5341 1.8925 0.5309 4.710
 10 2.770440e+06 3.6139 3.5207 1.8800 0.5332 5.896
 11 3.138480e+06 3.6387 3.5084 1.8553 0.5356 7.004
 12 3.500120e+06 3.6602 3.4966 1.8138 0.5380 7.999
 13 3.853520e+06 3.6791 3.4846 1.7511 0.5405 8.879
 14 4.196790e+06 3.6959 3.4718 1.6638 0.5432 9.653
 15 4.527550e+06 3.7112 3.4570 1.5487 0.5463 10.332
 16 4.842940e+06 3.7259 3.4390 1.4030 0.5501 10.922
 17 5.139340e+06 3.7412 3.4171 1.2247 0.5547 11.428
 18 5.410110e+06 3.7581 3.3858 0.5608 0.5608 11.428
