#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 2.9649 3.6381 1.7500 0.4894 0.313
  2 2.541630e+05 2.9836 3.6367 1.7500 0.4901 0.313
  3 5.280660e+05 3.0056 3.6349 1.7500 0.4909 0.313
  4 8.232440e+05 3.0310 3.6326 1.7500 0.4919 0.313
  5 1.140450e+06 3.0604 3.6303 1.7500 0.4931 0.313
  6 1.479040e+06 3.0942 3.6276 1.7500 0.4947 0.313
  7 1.836310e+06 3.1323 3.6243 1.7500 0.4966 0.313
  8 2.207240e+06 3.1747 3.6209 1.7500 0.4990 0.313
  9 2.584990e+06 3.2204 3.6168 1.7500 0.5019 0.313
 10 2.962160e+06 3.2685 3.6128 1.7500 0.5053 0.604
 11 3.332280e+06 3.3105 3.6061 1.7500 0.5082 1.153
 12 3.708730e+06 3.3500 3.5916 1.7499 0.5107 1.913
 13 4.100070e+06 3.3888 3.5713 1.7492 0.5133 2.834
 14 4.502180e+06 3.4265 3.5558 1.7471 0.5157 3.836
 15 4.908990e+06 3.4624 3.5419 1.7414 0.5182 4.855
 16 5.315400e+06 3.4961 3.5293 1.7293 0.5207 5.847
 17 5.717610e+06 3.5275 3.5174 1.7069 0.5232 6.783
 18 6.112780e+06 3.5566 3.5058 1.6703 0.5258 7.652
 19 6.498410e+06 3.5837 3.4934 1.6154 0.5287 8.449
 20 6.872020e+06 3.6090 3.4799 1.5384 0.5318 9.175
 21 7.230800e+06 3.6330 3.4645 1.4355 0.5354 9.832
 22 7.571540e+06 3.6564 3.4455 1.3025 0.5397 10.418
 23 7.890460e+06 3.6799 3.4222 1.1349 0.5450 10.938
 24 8.183380e+06 3.7046 3.3940 0.9168 0.5517 11.382
 25 8.341410e+06 3.6837 3.3915 0.5527 0.5527 11.382
