#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.2618 3.5915 1.1000 0.5296 0.365
  2 1.745670e+05 3.3071 3.5873 1.1000 0.5317 0.468
  3 3.903780e+05 3.3608 3.5811 1.1000 0.5341 0.747
  4 6.392200e+05 3.4220 3.5726 1.0998 0.5372 1.327
  5 9.090870e+05 3.4859 3.5405 1.0990 0.5412 2.290
  6 1.184970e+06 3.5475 3.5082 1.0952 0.5459 3.567
  7 1.455580e+06 3.6030 3.4814 1.0834 0.5512 4.955
  8 1.714960e+06 3.6515 3.4568 1.0561 0.5570 6.244
  9 1.960280e+06 3.6928 3.4342 1.0062 0.5632 7.358
 10 2.190080e+06 3.7286 3.4135 0.9296 0.5700 8.304
 11 2.335720e+06 3.7342 3.4059 0.5724 0.5724 8.304
