#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.8467 3.5827 2.5000 0.6519 0.310
  2 4.955620e+04 3.8666 3.5809 2.5000 0.6543 0.459
  3 1.383750e+05 3.8948 3.5768 2.4999 0.6569 0.907
  4 2.380350e+05 3.9176 3.5689 2.4997 0.6583 1.539
  5 3.407470e+05 3.9344 3.5376 2.4992 0.6592 2.266
  6 4.447160e+05 3.9462 3.5229 2.4980 0.6598 3.033
  7 5.493170e+05 3.9541 3.5127 2.4957 0.6603 3.800
  8 6.542580e+05 3.9593 3.5051 2.4918 0.6607 4.543
  9 7.593940e+05 3.9626 3.4987 2.4860 0.6609 5.247
 10 8.646580e+05 3.9647 3.4939 2.4777 0.6611 5.908
 11 9.700220e+05 3.9661 3.4894 2.4666 0.6613 6.524
 12 1.075480e+06 3.9669 3.4852 2.4523 0.6614 7.095
 13 1.181020e+06 3.9674 3.4816 2.4347 0.6615 7.625
 14 1.286680e+06 3.9678 3.4784 2.4135 0.6616 8.119
 15 1.392440e+06 3.9681 3.4752 2.3884 0.6616 8.580
 16 1.498350e+06 3.9683 3.4719 2.3594 0.6617 9.013
 17 1.604410e+06 3.9685 3.4685 2.3261 0.6618 9.419
 18 1.710630e+06 3.9687 3.4648 2.2884 0.6619 9.802
 19 1.816800e+06 3.9690 3.4615 2.2461 0.6621 10.164
 20 1.922760e+06 3.9694 3.4577 2.1992 0.6623 10.508
 21 2.028430e+06 3.9700 3.4537 2.1473 0.6626 10.836
 22 2.133680e+06 3.9707 3.4492 2.0904 0.6630 11.151
 23 2.238380e+06 3.9716 3.4443 2.0284 0.6635 11.450
 24 2.342330e+06 3.9728 3.4388 1.9609 0.6642 11.739
 25 2.445240e+06 3.9743 3.4328 1.8877 0.6651 12.017
 26 2.546770e+06 3.9762 3.4264 1.8085 0.6661 12.285
 27 2.646490e+06 3.9786 3.4192 1.7232 0.6675 12.542
 28 2.743890e+06 3.9815 3.4113 1.6320 0.6691 12.788
