#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.3043 3.5535 1.3000 0.5270 0.357
  2 1.434280e+05 3.3414 3.5498 1.3000 0.5289 0.357
  3 3.044170e+05 3.3850 3.5454 1.3000 0.5313 0.357
  4 4.830570e+05 3.4345 3.5402 1.2999 0.5346 0.357
  5 6.762380e+05 3.4881 3.5343 1.2998 0.5388 0.357
  6 8.774010e+05 3.5428 3.5280 1.2992 0.5440 0.357
  7 1.078580e+06 3.5957 3.5223 1.2970 0.5500 0.357
  8 1.273260e+06 3.6449 3.5163 1.2893 0.5568 0.357
  9 1.457650e+06 3.6894 3.5098 1.2623 0.5642 0.357
 10 1.630210e+06 3.7282 3.4968 1.1099 0.5720 0.357
 11 1.727950e+06 3.7312 3.4904 0.5753 0.5753 0.357
