#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.2571 3.5728 1.7000 0.5133 0.330
  2 1.622280e+05 3.2851 3.5702 1.7000 0.5148 0.330
  3 3.403220e+05 3.3181 3.5671 1.7000 0.5167 0.330
  4 5.349740e+05 3.3562 3.5635 1.7000 0.5192 0.330
  5 7.450690e+05 3.3989 3.5593 1.7000 0.5223 0.330
  6 9.669600e+05 3.4453 3.5545 1.7000 0.5261 0.330
  7 1.194700e+06 3.4935 3.5498 1.7000 0.5308 0.330
  8 1.421520e+06 3.5416 3.5450 1.7000 0.5363 0.330
  9 1.641700e+06 3.5880 3.5402 1.6999 0.5424 0.330
 10 1.851460e+06 3.6316 3.5355 1.6998 0.5492 0.330
 11 2.048870e+06 3.6720 3.5313 1.6994 0.5565 0.330
 12 2.233220e+06 3.7091 3.5271 1.6984 0.5642 0.330
 13 2.404560e+06 3.7429 3.5235 1.6962 0.5722 0.330
 14 2.563310e+06 3.7737 3.5197 1.6916 0.5803 0.406
 15 2.710150e+06 3.7992 3.5160 1.6827 0.5874 0.533
 16 2.848170e+06 3.8209 3.5117 1.6650 0.5938 0.693
 17 2.979440e+06 3.8401 3.5070 1.6285 0.5998 0.872
 18 3.104710e+06 3.8573 3.4994 1.5305 0.6056 1.053
 19 3.224110e+06 3.8740 3.4536 1.5269 0.6116 1.240
 20 3.336390e+06 3.8890 3.4182 1.3957 0.6173 1.406
 21 3.424490e+06 3.8978 3.3916 0.6215 0.6215 1.406
