#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.2256 3.5288 4.0000 0.8297 0.344
  2 7.119400e+03 4.2371 3.5275 3.9998 0.8308 0.348
  3 1.519990e+04 4.2481 3.5259 3.9995 0.8315 0.354
  4 2.422600e+04 4.2590 3.5248 3.9990 0.8322 0.364
  5 3.417440e+04 4.2696 3.5232 3.9983 0.8328 0.379
  6 4.493480e+04 4.2795 3.5222 3.9974 0.8333 0.397
  7 5.636250e+04 4.2887 3.5209 3.9962 0.8337 0.419
  8 6.831490e+04 4.2969 3.5198 3.9946 0.8341 0.445
  9 8.066880e+04 4.3043 3.5191 3.9926 0.8344 0.474
 10 9.332600e+04 4.3109 3.5179 3.9901 0.8346 0.505
 11 1.062120e+05 4.3169 3.5172 3.9872 0.8348 0.538
 12 1.192710e+05 4.3224 3.5167 3.9837 0.8350 0.573
 13 1.324640e+05 4.3274 3.5161 3.9797 0.8352 0.610
 14 1.457630e+05 4.3320 3.5152 3.9751 0.8353 0.648
 15 1.591470e+05 4.3365 3.5146 3.9699 0.8355 0.686
 16 1.726020e+05 4.3407 3.5142 3.9639 0.8356 0.726
 17 1.861180e+05 4.3448 3.5136 3.9571 0.8357 0.767
 18 1.996890e+05 4.3487 3.5127 3.9494 0.8359 0.809
 19 2.133100e+05 4.3525 3.5122 3.9406 0.8360 0.851
 20 2.269760e+05 4.3563 3.5117 3.9306 0.8361 0.894
 21 2.406870e+05 4.3599 3.5111 3.9193 0.8362 0.938
 22 2.544400e+05 4.3635 3.5102 3.9063 0.8363 0.983
 23 2.682360e+05 4.3675 3.5097 3.9009 0.8365 1.028
 24 2.820650e+05 4.3718 3.5093 3.9008 0.8366 1.075
 25 2.959250e+05 4.3762 3.5085 3.9007 0.8367 1.121
 26 3.098140e+05 4.3806 3.5081 3.9005 0.8368 1.168
 27 3.237320e+05 4.3851 3.5077 3.9004 0.8369 1.214
 28 3.376770e+05 4.3896 3.5073 3.9003 0.8370 1.260
 29 3.516490e+05 4.3942 3.5064 3.9001 0.8372 1.304
 30 3.656470e+05 4.3989 3.5060 3.8999 0.8373 1.345
 31 3.796690e+05 4.4036 3.5056 3.8997 0.8374 1.381
 32 3.937150e+05 4.4083 3.5047 3.8991 0.8375 1.408
 33 4.077850e+05 4.4130 3.5042 3.8973 0.8376 1.426
 34 4.218780e+05 4.4175 3.5038 3.8925 0.8378 1.433
 35 4.359950e+05 4.4217 3.5028 3.8829 0.8379 1.431
 36 4.501400e+05 4.4255 3.5023 3.8696 0.8380 1.419
 37 4.643130e+05 4.4291 3.5017 3.8538 0.8381 1.397
 38 4.785150e+05 4.4326 3.5007 3.8363 0.8382 1.368
 39 4.927450e+05 4.4359 3.4997 3.8168 0.8384 1.332
 40 5.070050e+05 4.4389 3.4991 3.7951 0.8385 1.290
 41 5.212940e+05 4.4419 3.4981 3.7725 0.8386 1.243
 42 5.356110e+05 4.4446 3.4975 3.7489 0.8388 1.192
 43 5.499560e+05 4.4476 3.4965 3.7278 0.8389 1.137
 44 5.643250e+05 4.4512 3.4959 3.7128 0.8391 1.075
 45 5.787140e+05 4.4563 3.4950 3.7126 0.8392 1.002
 46 5.931130e+05 4.4614 3.4946 3.7124 0.8393 0.924
 47 6.075250e+05 4.4558 3.4931 3.6145 0.8395 0.907
 48 6.220190e+05 4.4134 3.4879 3.1710 0.8397 0.984
 49 6.367680e+05 4.3249 3.4678 2.1483 0.8400 1.091
 50 6.517000e+05 4.3283 3.4676 2.1479 0.8411 1.205
 51 6.647880e+05 4.3204 3.4640 2.0067 0.8418 1.310
 52 6.779270e+05 4.3103 3.4597 1.8135 0.8430 1.423
 53 6.907470e+05 4.2973 3.4559 1.5243 0.8444 1.535
