#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.2767 3.5448 5.0000 0.8992 0.352
  2 3.407790e+03 4.3052 3.5413 5.0000 0.9000 0.353
  3 7.147780e+03 4.3320 3.5380 5.0000 0.9005 0.356
  4 1.123050e+04 4.3576 3.5352 4.9999 0.9009 0.360
  5 1.566310e+04 4.3818 3.5322 4.9998 0.9013 0.365
  6 2.042070e+04 4.4042 3.5294 4.9995 0.9016 0.371
  7 2.546230e+04 4.4246 3.5269 4.9991 0.9019 0.379
  8 3.074200e+04 4.4429 3.5247 4.9983 0.9021 0.382
  9 3.621630e+04 4.4592 3.5225 4.9972 0.9024 0.374
 10 4.184690e+04 4.4736 3.5209 4.9954 0.9025 0.351
 11 4.760230e+04 4.4862 3.5191 4.9928 0.9027 0.313
 12 5.345730e+04 4.4972 3.5179 4.9894 0.9028 0.264
 13 5.939250e+04 4.5069 3.5164 4.9847 0.9030 0.209
 14 6.539340e+04 4.5153 3.5155 4.9788 0.9031 0.157
 15 7.144890e+04 4.5227 3.5142 4.9714 0.9032 0.115
 16 7.755140e+04 4.5292 3.5134 4.9622 0.9033 0.089
 17 8.369510e+04 4.5349 3.5122 4.9513 0.9034 0.075
 18 8.987620e+04 4.5399 3.5116 4.9381 0.9035 0.071
 19 9.609220e+04 4.5443 3.5109 4.9228 0.9035 0.070
 20 1.023420e+05 4.5480 3.5099 4.9047 0.9036 0.070
 21 1.086240e+05 4.5512 3.5093 4.8838 0.9037 0.071
 22 1.149390e+05 4.5539 3.5087 4.8596 0.9038 0.072
 23 1.212880e+05 4.5561 3.5078 4.8317 0.9039 0.073
 24 1.276720e+05 4.5577 3.5071 4.7994 0.9039 0.074
 25 1.340910e+05 4.5587 3.5061 4.7624 0.9040 0.075
 26 1.405490e+05 4.5591 3.5055 4.7193 0.9041 0.077
 27 1.470470e+05 4.5588 3.5049 4.6694 0.9042 0.079
 28 1.535890e+05 4.5576 3.5038 4.6108 0.9042 0.080
 29 1.601770e+05 4.5554 3.5031 4.5418 0.9043 0.082
 30 1.668180e+05 4.5518 3.5019 4.4587 0.9044 0.085
 31 1.735150e+05 4.5465 3.5007 4.3568 0.9045 0.088
 32 1.802760e+05 4.5385 3.4991 4.2268 0.9046 0.093
 33 1.871110e+05 4.5268 3.4972 4.0544 0.9047 0.101
 34 1.940330e+05 4.5074 3.4941 3.7913 0.9047 0.122
 35 2.010640e+05 4.4612 3.4853 3.1775 0.9049 0.162
 36 2.082830e+05 4.3871 3.4600 1.8747 0.9051 0.222
