#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.2891 3.5507 1.2000 0.5244 0.371
  2 1.472790e+05 3.3255 3.5471 1.2000 0.5262 0.371
  3 3.120540e+05 3.3683 3.5427 1.2000 0.5286 0.371
  4 4.945370e+05 3.4170 3.5372 1.1999 0.5318 0.371
  5 6.919210e+05 3.4700 3.5316 1.1996 0.5358 0.371
  6 8.979890e+05 3.5246 3.5253 1.1985 0.5408 0.371
  7 1.104860e+06 3.5780 3.5189 1.1943 0.5467 0.371
  8 1.305770e+06 3.6279 3.5123 1.1782 0.5534 0.371
  9 1.496570e+06 3.6732 3.5027 1.0927 0.5607 0.371
 10 1.623240e+06 3.6913 3.4916 0.5649 0.5649 0.371
