#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.0401 3.4730 3.0000 0.7286 0.355
  2 1.161490e+04 4.0532 3.4710 2.9989 0.7301 0.356
  3 2.386890e+04 4.0655 3.4691 2.9974 0.7312 0.358
  4 3.681710e+04 4.0772 3.4676 2.9951 0.7324 0.360
  5 5.049100e+04 4.0881 3.4657 2.9918 0.7334 0.364
  6 6.486210e+04 4.0981 3.4643 2.9872 0.7345 0.370
  7 7.986920e+04 4.1071 3.4626 2.9808 0.7355 0.377
  8 9.543590e+04 4.1152 3.4613 2.9723 0.7365 0.385
  9 1.114820e+05 4.1223 3.4597 2.9610 0.7374 0.395
 10 1.279290e+05 4.1285 3.4584 2.9462 0.7384 0.406
 11 1.447040e+05 4.1340 3.4566 2.9270 0.7393 0.419
 12 1.617410e+05 4.1389 3.4553 2.9018 0.7402 0.433
 13 1.789780e+05 4.1433 3.4533 2.8682 0.7412 0.448
 14 1.963540e+05 4.1472 3.4513 2.8211 0.7421 0.463
 15 2.138090e+05 4.1507 3.4482 2.7485 0.7432 0.480
 16 2.312680e+05 4.1538 3.4426 2.6049 0.7443 0.497
 17 2.486290e+05 4.1550 3.4007 1.5489 0.7456 0.497
