#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.4302 3.6161 4.5000 0.9672 0.298
  2 1.766800e+03 4.4464 3.6147 4.5000 0.9677 0.337
  3 4.434400e+03 4.4673 3.6123 4.5000 0.9679 0.390
  4 7.224620e+03 4.4862 3.6097 4.5000 0.9680 0.376
  5 1.004620e+04 4.5030 3.6078 4.5000 0.9680 0.225
  6 1.288850e+04 4.5182 3.6058 4.5000 0.9681 0.090
  7 1.575040e+04 4.5318 3.6044 4.5000 0.9681 0.078
  8 1.863140e+04 4.5441 3.6024 4.5000 0.9682 0.085
  9 2.153120e+04 4.5552 3.6010 4.5000 0.9682 0.092
 10 2.444960e+04 4.5652 3.5991 4.5000 0.9683 0.101
 11 2.738630e+04 4.5743 3.5979 4.5000 0.9683 0.111
 12 3.034110e+04 4.5825 3.5967 4.5000 0.9684 0.122
 13 3.331360e+04 4.5900 3.5952 4.5000 0.9684 0.135
 14 3.630370e+04 4.5969 3.5940 4.4999 0.9684 0.149
 15 3.931110e+04 4.6032 3.5924 4.4999 0.9685 0.164
 16 4.233560e+04 4.6089 3.5915 4.4999 0.9685 0.181
 17 4.537690e+04 4.6142 3.5904 4.4999 0.9686 0.200
 18 4.843480e+04 4.6191 3.5889 4.4998 0.9686 0.220
 19 5.150900e+04 4.6236 3.5881 4.4998 0.9687 0.241
 20 5.459950e+04 4.6278 3.5871 4.4998 0.9687 0.264
 21 5.770590e+04 4.6317 3.5856 4.4997 0.9688 0.290
 22 6.082800e+04 4.6354 3.5848 4.4996 0.9688 0.316
 23 6.396570e+04 4.6388 3.5839 4.4996 0.9688 0.344
 24 6.711870e+04 4.6421 3.5829 4.4995 0.9689 0.374
 25 7.028680e+04 4.6452 3.5816 4.4994 0.9689 0.405
 26 7.346990e+04 4.6481 3.5808 4.4993 0.9690 0.438
 27 7.666780e+04 4.6509 3.5799 4.4992 0.9690 0.472
 28 7.988010e+04 4.6536 3.5787 4.4991 0.9691 0.508
 29 8.310690e+04 4.6562 3.5777 4.4990 0.9691 0.545
 30 8.634780e+04 4.6587 3.5767 4.4988 0.9692 0.583
 31 8.960280e+04 4.6611 3.5759 4.4986 0.9692 0.623
 32 9.287150e+04 4.6635 3.5748 4.4984 0.9693 0.663
 33 9.615390e+04 4.6658 3.5738 4.4982 0.9693 0.705
 34 9.944970e+04 4.6681 3.5729 4.4980 0.9694 0.747
 35 1.027590e+05 4.6703 3.5719 4.4977 0.9694 0.790
 36 1.060810e+05 4.6725 3.5705 4.4974 0.9695 0.833
 37 1.094160e+05 4.6747 3.5697 4.4971 0.9695 0.878
 38 1.127640e+05 4.6768 3.5687 4.4968 0.9695 0.923
 39 1.161250e+05 4.6789 3.5673 4.4964 0.9696 0.968
 40 1.194970e+05 4.6810 3.5660 4.4962 0.9696 1.012
 41 1.228810e+05 4.6832 3.5646 4.4961 0.9697 1.057
 42 1.262770e+05 4.6853 3.5629 4.4961 0.9697 1.102
 43 1.296850e+05 4.6874 3.5612 4.4961 0.9698 1.146
 44 1.331030e+05 4.6895 3.5595 4.4961 0.9698 1.190
 45 1.365330e+05 4.6916 3.5574 4.4961 0.9699 1.233
 46 1.399740e+05 4.6938 3.5559 4.4961 0.9699 1.276
 47 1.434260e+05 4.6959 3.5543 4.4961 0.9700 1.318
 48 1.468880e+05 4.6980 3.5527 4.4961 0.9700 1.359
 49 1.503600e+05 4.7001 3.5510 4.4961 0.9701 1.399
 50 1.538430e+05 4.7022 3.5492 4.4961 0.9701 1.438
 51 1.573350e+05 4.7044 3.5478 4.4960 0.9702 1.476
 52 1.608380e+05 4.7065 3.5463 4.4960 0.9702 1.514
 53 1.643500e+05 4.7087 3.5449 4.4960 0.9703 1.549
 54 1.678710e+05 4.7108 3.5434 4.4960 0.9703 1.584
