#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.8028 3.6173 1.9000 0.6537 0.272
  2 5.598260e+04 3.8288 3.6148 1.9000 0.6566 1.457
  3 1.660070e+05 3.8687 3.5986 1.9000 0.6601 4.834
  4 2.878500e+05 3.8994 3.5614 1.8978 0.6622 8.121
  5 4.103720e+05 3.9190 3.5345 1.8845 0.6634 10.465
  6 5.324840e+05 3.9304 3.5147 1.8522 0.6640 12.034
  7 6.544660e+05 3.9368 3.4995 1.7994 0.6643 13.121
  8 7.766340e+05 3.9405 3.4863 1.7268 0.6646 13.920
  9 8.991570e+05 3.9428 3.4732 1.6354 0.6648 14.537
 10 1.022170e+06 3.9442 3.4596 1.5248 0.6650 15.031
 11 1.145770e+06 3.9452 3.4452 1.3947 0.6653 15.447
 12 1.270040e+06 3.9465 3.4310 1.2437 0.6659 15.794
 13 1.394410e+06 3.9489 3.4171 1.0037 0.6672 16.109
