#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.4056 3.5124 2.0000 0.5172 0.350
  2 6.607360e+04 3.4172 3.5108 2.0000 0.5181 0.350
  3 1.327750e+05 3.4297 3.5094 2.0000 0.5190 0.350
  4 2.001330e+05 3.4429 3.5079 2.0000 0.5201 0.350
  5 2.681700e+05 3.4567 3.5061 2.0000 0.5213 0.350
  6 3.369030e+05 3.4711 3.5045 2.0000 0.5226 0.350
  7 4.063420e+05 3.4861 3.5025 2.0000 0.5240 0.350
  8 4.764850e+05 3.5015 3.5007 2.0000 0.5255 0.350
  9 5.473210e+05 3.5174 3.4986 2.0000 0.5271 0.350
 10 6.188240e+05 3.5338 3.4967 2.0000 0.5289 0.350
 11 6.909530e+05 3.5505 3.4945 2.0000 0.5308 0.350
 12 7.636520e+05 3.5675 3.4924 2.0000 0.5329 0.350
 13 8.368460e+05 3.5848 3.4902 2.0000 0.5351 0.350
 14 9.104400e+05 3.6023 3.4878 1.9999 0.5375 0.350
 15 9.843230e+05 3.6200 3.4853 1.9999 0.5400 0.350
 16 1.058360e+06 3.6377 3.4833 1.9998 0.5428 0.350
 17 1.132410e+06 3.6554 3.4809 1.9997 0.5457 0.350
 18 1.206290e+06 3.6731 3.4784 1.9995 0.5488 0.350
 19 1.279830e+06 3.6907 3.4760 1.9992 0.5521 0.350
 20 1.352850e+06 3.7082 3.4735 1.9988 0.5556 0.350
 21 1.425150e+06 3.7254 3.4714 1.9981 0.5592 0.350
 22 1.496540e+06 3.7423 3.4690 1.9970 0.5630 0.350
 23 1.566840e+06 3.7588 3.4666 1.9953 0.5670 0.350
 24 1.635890e+06 3.7751 3.4642 1.9926 0.5711 0.350
 25 1.703520e+06 3.7908 3.4618 1.9885 0.5753 0.350
 26 1.769620e+06 3.8062 3.4593 1.9822 0.5797 0.350
 27 1.834060e+06 3.8211 3.4568 1.9724 0.5841 0.350
 28 1.896770e+06 3.8356 3.4537 1.9568 0.5886 0.350
 29 1.957690e+06 3.8496 3.4506 1.9305 0.5932 0.350
 30 2.016780e+06 3.8632 3.4462 1.8818 0.5979 0.350
 31 2.074040e+06 3.8761 3.4371 1.7509 0.6026 0.350
