 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -1.565  3.597  4.940  6.918  1.888  0.736 1.37E-3 3.85E-3 0.1092 0.2989 -1.563 0.0000 0.0359  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 5.96047E+09 -1.545  3.598  4.923  6.914  1.895  0.700 1.36E-3 3.85E-3 0.0067 0.3639 -1.545 0.0000 0.0247  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 2.02828E+10 -1.525  3.599  4.910  6.921  1.955  0.598 1.26E-3 3.85E-3 0.0000 0.4137 -1.525 0.0000 0.0247  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 2.31144E+10 -1.522  3.600  4.907  6.923  1.967  0.581 1.24E-3 3.85E-3 0.0000 0.4243 -1.522 0.0000 0.0247  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
