 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -2.453  3.540  5.174  6.767  2.404  0.742 1.37E-3 3.85E-3 0.0000 0.0000 -2.452 0.0000 0.0000  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 2.53203E+10 -2.427  3.543  5.160  6.767  2.385  0.725 1.37E-3 3.85E-3 0.0000 0.0000 -2.426 0.0000 0.0000  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
