 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -2.175  3.562  5.108  6.822  2.254  0.741 1.37E-3 3.85E-3 0.0000 0.0000 -2.175 0.0000 0.0000  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 2.40022E+10 -2.125  3.564  5.066  6.810  2.193  0.723 1.37E-3 3.85E-3 0.0000 0.0000 -2.125 0.0000 0.0157  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
