#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.1934 3.5817 1.8000 0.5012 0.331
  2 1.817850e+05 3.2142 3.5798 1.8000 0.5023 0.331
  3 3.768200e+05 3.2386 3.5776 1.8000 0.5037 0.331
  4 5.860150e+05 3.2666 3.5750 1.8000 0.5054 0.331
  5 8.095550e+05 3.2985 3.5721 1.8000 0.5075 0.331
  6 1.046400e+06 3.3342 3.5688 1.8000 0.5100 0.331
  7 1.293900e+06 3.3734 3.5651 1.8000 0.5132 0.331
  8 1.547770e+06 3.4153 3.5611 1.8000 0.5169 0.331
  9 1.802730e+06 3.4586 3.5566 1.8000 0.5214 0.331
 10 2.053560e+06 3.5024 3.5524 1.8000 0.5265 0.331
 11 2.296020e+06 3.5453 3.5482 1.8000 0.5322 0.331
 12 2.527230e+06 3.5868 3.5440 1.8000 0.5386 0.331
 13 2.745550e+06 3.6262 3.5399 1.7999 0.5454 0.331
 14 2.950240e+06 3.6633 3.5360 1.7997 0.5527 0.331
 15 3.141210e+06 3.6979 3.5324 1.7994 0.5603 0.331
 16 3.318710e+06 3.7301 3.5289 1.7986 0.5682 0.331
 17 3.483270e+06 3.7598 3.5257 1.7972 0.5762 0.331
 18 3.635610e+06 3.7874 3.5227 1.7944 0.5843 0.401
 19 3.776500e+06 3.8102 3.5194 1.7895 0.5913 0.518
 20 3.909100e+06 3.8297 3.5159 1.7808 0.5976 0.667
 21 4.035620e+06 3.8470 3.5120 1.7655 0.6033 0.838
 22 4.156980e+06 3.8625 3.5078 1.7370 0.6087 1.022
 23 4.273520e+06 3.8769 3.4782 1.7356 0.6139 1.213
 24 4.385090e+06 3.8900 3.4435 1.7313 0.6188 1.407
 25 4.492240e+06 3.9023 3.4326 1.7257 0.6236 1.601
 26 4.595060e+06 3.9138 3.4244 1.7120 0.6283 1.791
 27 4.693730e+06 3.9246 3.4056 1.5398 0.6329 1.964
 28 4.771410e+06 3.9306 3.3815 0.6362 0.6362 1.964
