#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.4168 3.5462 1.4000 0.5297 0.343
  2 1.394660e+05 3.4437 3.5434 1.4000 0.5316 0.343
  3 2.965320e+05 3.4765 3.5399 1.3999 0.5342 0.343
  4 4.711590e+05 3.5147 3.5357 1.3998 0.5376 0.343
  5 6.599220e+05 3.5571 3.5312 1.3995 0.5420 0.343
  6 8.559390e+05 3.6013 3.5261 1.3986 0.5473 0.343
  7 1.051210e+06 3.6449 3.5213 1.3957 0.5535 0.343
  8 1.239530e+06 3.6861 3.5162 1.3874 0.5604 0.343
  9 1.417460e+06 3.7239 3.5107 1.3636 0.5679 0.343
 10 1.583720e+06 3.7581 3.5021 1.2790 0.5758 0.343
 11 1.705600e+06 3.7763 3.4916 0.5813 0.5813 0.343
