 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -1.037  3.669  4.840  6.980  1.928  0.764 1.69E-4 4.81E-4 0.0827 0.2899 -1.035 0.0000 0.1171  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 3.62872E+09 -1.004  3.672  4.817  6.982  1.963  0.699 1.24E-4 4.81E-4 0.0002 0.5560 -1.004 0.0000 0.1337  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 9.16406E+09 -0.968  3.676  4.798  6.995  2.026  0.599 4.51E-5 4.81E-4 0.0000 0.6322 -0.968 0.0000 0.1446  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.47961E+10 -0.929  3.681  4.778  7.011  2.099  0.498 5.79E-6 4.81E-4 0.0000 0.6683 -0.928 0.0000 0.1607  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 2.05943E+10 -0.883  3.687  4.756  7.031  2.184  0.399 4.91E-7 4.81E-4 0.0000 0.6918 -0.882 0.0000 0.1764  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 2.43897E+10 -0.849  3.691  4.740  7.045  2.247  0.337 4.94E-7 4.81E-4 0.0000 0.7041 -0.849 0.0000 0.1926  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
