#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.4492 3.6232 1.9000 0.5729 0.293
  2 1.179650e+05 3.5040 3.6182 1.9000 0.5757 0.753
  3 3.256560e+05 3.5825 3.6067 1.9000 0.5788 2.151
  4 5.713510e+05 3.6559 3.5754 1.8996 0.5815 4.267
  5 8.245760e+05 3.7118 3.5466 1.8955 0.5836 6.462
  6 1.077420e+06 3.7500 3.5244 1.8789 0.5851 8.341
  7 1.328710e+06 3.7750 3.5069 1.8400 0.5861 9.848
  8 1.578870e+06 3.7912 3.4920 1.7721 0.5869 11.046
  9 1.828450e+06 3.8018 3.4765 1.6708 0.5876 12.003
 10 2.076630e+06 3.8095 3.4598 1.5331 0.5886 12.786
 11 2.319340e+06 3.8160 3.4392 1.3563 0.5901 13.437
 12 2.552820e+06 3.8234 3.4148 1.1371 0.5928 13.995
 13 2.720080e+06 3.8181 3.4007 0.5919 0.5919 13.995
