#n   age/yr      logL   logTef grav    logTc  logrho Xc     Yc     Xc_C   Xc_O   Q_conv Q_disc L_H/L Q1_H Q2_H L_He/L Q1_He Q2_He L_C/L L_nu/L Q_Tmax phase
#(1) (2)         (3)    (4)    (5)     (6)    (7)    (8)    (9)    (10)   (11)   (12)   (13)   (14) (15)  (16) (17)   (18)  (19)  (20)  (21)   (22)   (23) 
  1 0.000000e+00 1.2000 4.0479 4.6060  7.3423 1.9890 0.7327 0.2663 0.0000 0.0004 0.238 0.335  1.001 0.000 0.595 0.000 0.000 0.000 0.000 0.000 0.000 bms
  2 1.716505e+08 1.2369 4.0482 4.5703  7.3519 1.9985 0.6762 0.3228 0.0000 0.0002 0.232 0.622  1.001 0.000 0.622 0.000 0.000 0.000 0.000 0.000 0.000 
  3 2.749697e+08 1.2669 4.0481 4.5399  7.3604 2.0085 0.6292 0.3698 0.0000 0.0001 0.226 0.679  1.001 0.000 0.614 0.000 0.000 0.000 0.000 0.000 0.000 tmaxms
  4 4.150113e+08 1.3069 4.0476 4.4979  7.3728 2.0250 0.5660 0.4330 0.0000 0.0000 0.219 0.714  1.001 0.000 0.605 0.000 0.000 0.000 0.000 0.000 0.000 
  5 5.368165e+08 1.3486 4.0458 4.4490  7.3864 2.0445 0.4982 0.5009 0.0000 0.0000 0.209 0.727  1.001 0.000 0.586 0.000 0.000 0.000 0.000 0.000 0.000 
  6 6.403480e+08 1.3853 4.0422 4.3979  7.3986 2.0625 0.4346 0.5644 0.0000 0.0000 0.199 0.740  1.001 0.000 0.566 0.000 0.000 0.000 0.000 0.000 0.000 
  7 7.250114e+08 1.4192 4.0367 4.3420  7.4100 2.0794 0.3729 0.6262 0.0000 0.0000 0.188 0.747  1.001 0.000 0.527 0.000 0.000 0.000 0.000 0.000 0.000 
  8 7.921809e+08 1.4488 4.0295 4.2836  7.4204 2.0953 0.3151 0.6840 0.0000 0.0000 0.177 0.747  1.002 0.000 0.483 0.000 0.000 0.000 0.000 0.000 0.000 
  9 8.458568e+08 1.4741 4.0214 4.2259  7.4299 2.1114 0.2623 0.7367 0.0000 0.0000 0.166 0.753  1.002 0.000 0.440 0.000 0.000 0.000 0.000 0.000 0.000 
 10 8.892636e+08 1.4953 4.0128 4.1703  7.4387 2.1276 0.2151 0.7839 0.0000 0.0000 0.156 0.753  1.002 0.000 0.415 0.000 0.000 0.000 0.000 0.000 0.000 
 11 9.252664e+08 1.5146 4.0033 4.1130  7.4483 2.1475 0.1686 0.8304 0.0000 0.0000 0.145 0.753  1.002 0.000 0.375 0.000 0.000 0.000 0.000 0.000 0.000 
 12 9.555923e+08 1.5310 3.9938 4.0586  7.4584 2.1706 0.1263 0.8727 0.0000 0.0000 0.136 0.753  1.002 0.000 0.347 0.000 0.000 0.000 0.000 0.000 0.000 
 13 9.832599e+08 1.5463 3.9849 4.0077  7.4703 2.2013 0.0859 0.9131 0.0000 0.0000 0.126 0.753  1.002 0.000 0.316 0.000 0.000 0.000 0.000 0.000 0.000 
 14 1.010685e+09 1.5668 3.9777 3.9584  7.4937 2.2664 0.0367 0.9623 0.0000 0.0000 0.114 0.753  1.000 0.000 0.296 0.000 0.000 0.000 0.000 0.000 0.000 tminms
 15 1.023262e+09 1.5873 3.9863 3.9723  7.5249 2.3603 0.0104 0.9886 0.0000 0.0000 0.107 0.753  0.990 0.000 0.322 0.000 0.000 0.000 0.000 0.000 0.000 
 16 1.025947e+09 1.5985 3.9955 3.9979  7.5419 2.4146 0.0051 0.9940 0.0000 0.0000 0.104 0.753  0.977 0.000 0.347 0.000 0.000 0.000 0.000 0.000 0.000 
 17 1.027158e+09 1.6100 4.0043 4.0216  7.5566 2.4660 0.0026 0.9964 0.0000 0.0000 0.101 0.753  0.954 0.000 0.389 0.000 0.000 0.000 0.000 0.000 0.000 
 18 1.027781e+09 1.6250 4.0142 4.0462  7.5728 2.5298 0.0012 0.9978 0.0000 0.0000 0.094 0.753  0.911 0.000 0.468 0.000 0.000 0.000 0.000 0.000 0.000 
 19 1.028145e+09 1.6436 4.0240 4.0668  7.5899 2.6182 0.0004 0.9986 0.0000 0.0000 0.080 0.753  0.838 0.000 0.527 0.000 0.000 0.000 0.000 0.000 0.000 
 20 1.028427e+09 1.6568 4.0304 4.0792  7.5951 2.8256 0.0000 0.9990 0.0000 0.0000 0.014 0.753  0.941 0.000 0.595 0.000 0.000 0.000 0.000 0.000 0.000 tmaxlms
