#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.1879 3.5951 3.5000 0.8327 0.298
  2 7.967170e+03 4.1998 3.5941 3.5000 0.8338 0.361
  3 2.116020e+04 4.2153 3.5919 3.5000 0.8346 0.497
  4 3.549960e+04 4.2286 3.5893 3.5000 0.8349 0.660
  5 5.014380e+04 4.2398 3.5864 3.5000 0.8350 0.835
  6 6.492950e+04 4.2493 3.5833 3.5000 0.8351 1.019
  7 7.981400e+04 4.2574 3.5785 3.5000 0.8351 1.208
  8 9.477700e+04 4.2644 3.5709 3.5000 0.8352 1.402
  9 1.098040e+05 4.2705 3.5645 3.4999 0.8353 1.598
 10 1.248840e+05 4.2759 3.5595 3.4999 0.8353 1.797
 11 1.400080e+05 4.2808 3.5550 3.4998 0.8353 1.996
 12 1.551680e+05 4.2852 3.5512 3.4998 0.8354 2.196
 13 1.703570e+05 4.2893 3.5477 3.4997 0.8354 2.395
 14 1.855720e+05 4.2932 3.5447 3.4996 0.8354 2.593
 15 2.008090e+05 4.2970 3.5418 3.4994 0.8354 2.790
 16 2.160640e+05 4.3006 3.5390 3.4992 0.8354 2.985
 17 2.313350e+05 4.3042 3.5362 3.4990 0.8355 3.178
 18 2.466210e+05 4.3077 3.5340 3.4988 0.8355 3.370
 19 2.619200e+05 4.3113 3.5317 3.4985 0.8355 3.559
 20 2.772310e+05 4.3148 3.5295 3.4982 0.8355 3.747
 21 2.925540e+05 4.3183 3.5273 3.4978 0.8355 3.932
 22 3.078870e+05 4.3219 3.5252 3.4974 0.8355 4.115
 23 3.232300e+05 4.3254 3.5234 3.4969 0.8355 4.296
 24 3.385830e+05 4.3291 3.5213 3.4964 0.8355 4.475
 25 3.539450e+05 4.3327 3.5196 3.4958 0.8355 4.652
 26 3.693170e+05 4.3364 3.5179 3.4951 0.8356 4.826
 27 3.846980e+05 4.3401 3.5158 3.4943 0.8356 4.998
 28 4.000880e+05 4.3439 3.5141 3.4935 0.8356 5.168
 29 4.154870e+05 4.3477 3.5124 3.4926 0.8356 5.336
 30 4.308960e+05 4.3516 3.5107 3.4916 0.8356 5.504
 31 4.463130e+05 4.3555 3.5090 3.4905 0.8356 5.671
 32 4.617400e+05 4.3594 3.5073 3.4893 0.8356 5.835
 33 4.771760e+05 4.3633 3.5056 3.4880 0.8356 5.993
 34 4.926220e+05 4.3673 3.5036 3.4866 0.8356 6.139
 35 5.080770e+05 4.3713 3.5014 3.4850 0.8356 6.262
 36 5.235420e+05 4.3753 3.4986 3.4833 0.8356 6.349
 37 5.390170e+05 4.3794 3.4954 3.4815 0.8356 6.386
 38 5.545020e+05 4.3835 3.4917 3.4796 0.8357 6.361
 39 5.699970e+05 4.3876 3.4877 3.4776 0.8357 6.263
 40 5.855040e+05 4.3917 3.4838 3.4754 0.8357 6.094
 41 6.010210e+05 4.3959 3.4797 3.4733 0.8357 5.852
 42 6.165500e+05 4.4001 3.4762 3.4711 0.8357 5.536
 43 6.320890e+05 4.4043 3.4727 3.4691 0.8357 5.149
 44 6.476400e+05 4.4085 3.4700 3.4671 0.8357 4.686
 45 6.632020e+05 4.4129 3.4675 3.4653 0.8357 4.160
 46 6.787750e+05 4.4172 3.4660 3.4638 0.8357 3.584
 47 6.943580e+05 4.4216 3.4653 3.4624 0.8357 2.975
 48 7.099520e+05 4.4261 3.4657 3.4613 0.8357 2.363
 49 7.255550e+05 4.4307 3.4676 3.4605 0.8358 1.779
 50 7.411680e+05 4.4353 3.4713 3.4598 0.8358 1.276
 51 7.567890e+05 4.4399 3.4802 3.4593 0.8358 1.051
 52 7.678540e+05 4.4412 3.4952 3.4592 0.8349 0.729
 53 7.825720e+05 4.4469 3.5221 3.4565 0.8356 0.591
 54 7.980600e+05 4.4515 3.5225 3.4530 0.8358 0.542
 55 8.136990e+05 4.4559 3.5216 3.4492 0.8358 0.527
