#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.2687 3.6325 1.7000 0.5318 0.299
  2 1.793210e+05 3.3148 3.6284 1.7000 0.5340 0.595
  3 4.391090e+05 3.3717 3.6208 1.7000 0.5358 1.342
  4 7.615330e+05 3.4377 3.6044 1.6999 0.5380 2.720
  5 1.120260e+06 3.5041 3.5795 1.6991 0.5404 4.639
  6 1.493270e+06 3.5635 3.5549 1.6934 0.5428 6.738
  7 1.868130e+06 3.6124 3.5327 1.6711 0.5450 8.670
  8 2.239310e+06 3.6503 3.5120 1.6154 0.5471 10.270
  9 2.604380e+06 3.6789 3.4909 1.5124 0.5490 11.540
 10 2.960660e+06 3.7010 3.4668 1.3516 0.5513 12.548
 11 3.302990e+06 3.7201 3.4356 1.1218 0.5547 13.368
 12 3.618940e+06 3.7388 3.4040 0.5598 0.5598 13.368
