#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.1847 3.5270 3.0000 0.8071 0.346
  2 9.262400e+03 4.1958 3.5253 2.9978 0.8087 0.355
  3 2.021310e+04 4.2065 3.5240 2.9945 0.8098 0.373
  4 3.270660e+04 4.2169 3.5223 2.9894 0.8109 0.402
  5 4.658720e+04 4.2265 3.5211 2.9820 0.8118 0.444
  6 6.158310e+04 4.2350 3.5195 2.9716 0.8127 0.498
  7 7.741190e+04 4.2423 3.5184 2.9576 0.8135 0.565
  8 9.383670e+04 4.2484 3.5169 2.9392 0.8142 0.642
  9 1.106790e+05 4.2535 3.5159 2.9152 0.8148 0.729
 10 1.278110e+05 4.2577 3.5143 2.8841 0.8154 0.823
 11 1.451410e+05 4.2612 3.5131 2.8428 0.8160 0.925
 12 1.626020e+05 4.2639 3.5111 2.7853 0.8166 1.034
 13 1.801400e+05 4.2679 3.5107 2.7852 0.8173 1.149
 14 1.976530e+05 4.2717 3.5104 2.7850 0.8179 1.266
 15 2.152240e+05 4.2756 3.5097 2.7848 0.8185 1.389
 16 2.328320e+05 4.2795 3.5093 2.7843 0.8191 1.514
 17 2.504570e+05 4.2834 3.5090 2.7835 0.8197 1.642
 18 2.680860e+05 4.2874 3.5086 2.7815 0.8204 1.773
 19 2.857030e+05 4.2913 3.5077 2.7764 0.8210 1.906
 20 3.032990e+05 4.2948 3.5072 2.7621 0.8216 2.041
 21 3.208600e+05 4.2980 3.5063 2.7386 0.8222 2.178
 22 3.383640e+05 4.3006 3.5050 2.7063 0.8229 2.318
 23 3.557870e+05 4.3028 3.5035 2.6655 0.8236 2.459
 24 3.731020e+05 4.3044 3.5019 2.6171 0.8243 2.602
 25 3.902830e+05 4.3052 3.5000 2.5552 0.8251 2.748
 26 4.073020e+05 4.3052 3.4976 2.4830 0.8259 2.895
 27 4.241150e+05 4.3042 3.4953 2.3957 0.8268 3.043
 28 4.406780e+05 4.3018 3.4922 2.2866 0.8278 3.194
 29 4.569310e+05 4.2979 3.4881 2.1525 0.8289 3.345
 30 4.727870e+05 4.2921 3.4833 1.9797 0.8303 3.495
 31 4.881430e+05 4.2831 3.4767 1.7220 0.8319 3.640
