#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.8365 3.5472 1.8000 0.6162 0.335
  2 6.016410e+04 3.8540 3.5450 1.7992 0.6194 0.355
  3 1.337890e+05 3.8744 3.5423 1.7975 0.6234 0.417
  4 2.173370e+05 3.8961 3.5387 1.7940 0.6281 0.548
  5 3.059170e+05 3.9165 3.5347 1.7869 0.6334 0.755
  6 3.950110e+05 3.9344 3.5292 1.7719 0.6388 1.017
  7 4.820710e+05 3.9498 3.5071 1.7714 0.6441 1.299
  8 5.659100e+05 3.9629 3.4798 1.7698 0.6493 1.586
  9 6.464020e+05 3.9744 3.4710 1.7676 0.6544 1.869
 10 7.235250e+05 3.9847 3.4643 1.7649 0.6593 2.144
 11 7.973730e+05 3.9942 3.4589 1.7617 0.6640 2.409
 12 8.680780e+05 4.0030 3.4547 1.7579 0.6687 2.662
 13 9.357830e+05 4.0115 3.4502 1.7536 0.6733 2.903
 14 1.000630e+06 4.0196 3.4467 1.7488 0.6778 3.133
 15 1.062750e+06 4.0274 3.4434 1.7436 0.6822 3.351
 16 1.122290e+06 4.0349 3.4402 1.7378 0.6866 3.558
 17 1.179370e+06 4.0423 3.4369 1.7316 0.6908 3.754
 18 1.234110e+06 4.0495 3.4341 1.7250 0.6950 3.940
 19 1.286650e+06 4.0565 3.4311 1.7180 0.6992 4.116
 20 1.337090e+06 4.0634 3.4287 1.7107 0.7033 4.284
 21 1.385530e+06 4.0701 3.4262 1.7030 0.7074 4.444
 22 1.432050e+06 4.0768 3.4237 1.6950 0.7114 4.596
 23 1.476760e+06 4.0834 3.4212 1.6867 0.7154 4.741
 24 1.519730e+06 4.0898 3.4191 1.6782 0.7193 4.879
 25 1.561040e+06 4.0962 3.4166 1.6694 0.7232 5.011
 26 1.600780e+06 4.1024 3.4146 1.6604 0.7271 5.137
 27 1.639010e+06 4.1086 3.4126 1.6512 0.7309 5.258
 28 1.675810e+06 4.1147 3.4105 1.6419 0.7347 5.373
 29 1.711230e+06 4.1207 3.4081 1.6261 0.7385 5.484
 30 1.745340e+06 4.1267 3.3979 1.4891 0.7423 5.583
