#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.3951 3.5304 4.0000 0.9126 0.358
  2 3.217040e+03 4.4078 3.5285 3.9984 0.9135 0.361
  3 6.838360e+03 4.4200 3.5271 3.9958 0.9141 0.366
  4 1.086430e+04 4.4317 3.5252 3.9920 0.9146 0.374
  5 1.528680e+04 4.4429 3.5239 3.9864 0.9150 0.385
  6 2.005980e+04 4.4531 3.5226 3.9783 0.9154 0.399
  7 2.512220e+04 4.4621 3.5210 3.9669 0.9158 0.415
  8 3.041400e+04 4.4697 3.5199 3.9516 0.9160 0.434
  9 3.588380e+04 4.4761 3.5184 3.9316 0.9163 0.454
 10 4.149080e+04 4.4811 3.5175 3.9058 0.9165 0.477
 11 4.720450e+04 4.4849 3.5160 3.8731 0.9166 0.500
 12 5.300320e+04 4.4874 3.5151 3.8321 0.9168 0.525
 13 5.887150e+04 4.4886 3.5136 3.7806 0.9169 0.551
 14 6.479970e+04 4.4883 3.5125 3.7145 0.9170 0.580
 15 7.078190e+04 4.4861 3.5107 3.6272 0.9172 0.610
 16 7.681550e+04 4.4811 3.5086 3.5046 0.9173 0.643
 17 8.290140e+04 4.4706 3.5051 3.3022 0.9174 0.680
 18 8.904660e+04 4.4377 3.4940 2.7143 0.9176 0.726
 19 9.529850e+04 4.3958 3.4762 1.6434 0.9180 0.787
