 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -2.401  3.558  5.194  6.767  2.432  0.756 6.85E-4 1.92E-3 0.0000 0.0000 -2.401 0.0000 0.0000  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 2.57528E+10 -2.371  3.561  5.177  6.767  2.409  0.738 6.85E-4 1.92E-3 0.0000 0.0000 -2.371 0.0000 0.0000  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
