 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -1.653  3.570  4.918  6.933  1.854  0.667 5.13E-3 1.44E-2 0.0900 0.1788 -1.645 0.0000 0.0230  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 1.29873E+10 -1.618  3.571  4.888  6.926  1.862  0.599 4.89E-3 1.44E-2 0.0000 0.3036 -1.618 0.0000 0.0087  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 2.45148E+10 -1.606  3.572  4.881  6.931  1.906  0.536 4.52E-3 1.44E-2 0.0000 0.3541 -1.606 0.0000 0.0037  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
