 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -2.258  3.531  5.066  6.834  2.195  0.670 5.14E-3 1.44E-2 0.0000 0.0000 -2.258 0.0000 0.0000  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 2.49908E+10 -2.213  3.531  5.022  6.820  2.132  0.655 5.14E-3 1.44E-2 0.0000 0.0000 -2.212 0.0000 0.0091  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
