 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -2.076  3.541  5.022  6.871  2.088  0.670 5.14E-3 1.44E-2 0.0000 0.0000 -2.077 0.0000 0.0000  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 2.53100E+10 -2.016  3.542  4.967  6.851  2.007  0.655 5.14E-3 1.44E-2 0.0000 0.0000 -2.016 0.0000 0.0193  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
