#Kurucz and Castelli Vega model using ATLAS9 code.
#Units are angstroms for wavelength, and 
#ergs/s/cm**2/Hz/sr for flux
90.9	1.0000E-50
93.5	1.0000E-50
96.1	1.0000E-50
97.7	1.0000E-50
99.6	1.0000E-50
102	1.0000E-50
103.8	1.0000E-50
105.6	1.0000E-50
107.7	1.0000E-50
110.4	1.0000E-50
114	1.0000E-50
117.8	1.0000E-50
121.3	1.0000E-50
124.8	1.0000E-50
127.1	1.0000E-50
128.4	1.0000E-50
130.5	1.0000E-50
132.4	1.0000E-50
133.9	1.0000E-50
136.6	1.0000E-50
139.8	1.0000E-50
143.3	1.0000E-50
147.2	1.0000E-50
151	1.0000E-50
155.2	1.0000E-50
158.8	1.0000E-50
162	1.0000E-50
166	1.0000E-50
170.3	1.0000E-50
173.4	1.0000E-50
176.8	1.0000E-50
180.2	1.0000E-50
181.7	1.0000E-50
186.1	1.0000E-50
191	1.0000E-50
193.9	1.0000E-50
198.4	1.0000E-50
201.8	1.0000E-50
205	1.0000E-50
210.5	1.0000E-50
216.2	1.0000E-50
219.8	1.0000E-50
223	1.0000E-50
226.8	1.0000E-50
230	1.0000E-50
234	1.0000E-50
240	1.0000E-50
246.5	1.0000E-50
252.4	1.0000E-50
256.8	1.0000E-50
260	1.0000E-50
264	1.0000E-50
268.5	1.0000E-50
273.5	1.0000E-50
278.5	3.5605E-38
284	2.8223E-37
290	1.5156E-36
296	7.4410E-36
301	2.6749E-35
308	1.4971E-34
318	1.5418E-33
328	1.3823E-32
338	1.0913E-31
348	7.6772E-31
357	4.0483E-30
366	1.9696E-29
375	8.8857E-29
385	4.3665E-28
395	1.9781E-27
405	8.3222E-27
414	2.8592E-26
422	8.1896E-26
430	2.2538E-25
441	8.5301E-25
451	2.7065E-24
460	7.3257E-24
470	2.1165E-23
480	5.8392E-23
490	1.5457E-22
500	3.9353E-22
506	7.3167E-22
512	1.2778E-21
520	2.5202E-21
530	5.7343E-21
540	1.2605E-20
550	2.7023E-20
560	5.6254E-20
570	1.1399E-19
580	2.2494E-19
590	4.3550E-19
600	8.2306E-19
610	1.5224E-18
620	2.7575E-18
630	4.9005E-18
640	8.5556E-18
650	1.4676E-17
658	2.2319E-17
665	3.1933E-17
675	5.2568E-17
685	8.5271E-17
695	1.3638E-16
705	2.1509E-16
716	3.4963E-16
726	5.3658E-16
735	7.8106E-16
745	1.1725E-15
755	1.7401E-15
765	2.5548E-15
775	3.7124E-15
785	5.3417E-15
795	7.6130E-15
805	1.0752E-14
815	1.5049E-14
825	2.0885E-14
835	2.8747E-14
845	3.9259E-14
855	5.3204E-14
865	7.1571E-14
875	9.5590E-14
885	1.2679E-13
895	1.6708E-13
905	2.1874E-13
915	1.3703E-11
925	2.1387E-11
935	3.3159E-11
945	5.4476E-11
955	7.8372E-11
965	1.0415E-10
