#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.3729 3.5218 1.4000 0.5295 0.358
  2 9.896770e+04 3.3977 3.5191 1.4000 0.5310 0.358
  3 2.039280e+05 3.4253 3.5157 1.4000 0.5327 0.358
  4 3.151790e+05 3.4554 3.5123 1.3999 0.5348 0.358
  5 4.326900e+05 3.4878 3.5084 1.3998 0.5373 0.358
  6 5.559530e+05 3.5218 3.5042 1.3995 0.5402 0.358
  7 6.838960e+05 3.5570 3.4998 1.3988 0.5437 0.358
  8 8.149200e+05 3.5924 3.4952 1.3970 0.5476 0.358
  9 9.470810e+05 3.6274 3.4906 1.3923 0.5520 0.358
 10 1.078380e+06 3.6612 3.4854 1.3803 0.5569 0.358
 11 1.207050e+06 3.6934 3.4794 1.3461 0.5621 0.358
 12 1.331760e+06 3.7228 3.4646 1.1687 0.5678 0.358
 13 1.405700e+06 3.7214 3.4537 0.5702 0.5702 0.358
