#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.1994 3.5599 4.0000 0.8281 0.331
  2 7.765090e+03 4.2128 3.5586 4.0000 0.8292 0.339
  3 1.689570e+04 4.2259 3.5573 3.9999 0.8299 0.354
  4 2.733520e+04 4.2390 3.5558 3.9998 0.8305 0.378
  5 3.898750e+04 4.2517 3.5543 3.9996 0.8310 0.410
  6 5.163550e+04 4.2635 3.5528 3.9993 0.8314 0.451
  7 6.503700e+04 4.2741 3.5513 3.9990 0.8317 0.500
  8 7.897980e+04 4.2835 3.5498 3.9985 0.8320 0.554
  9 9.330010e+04 4.2917 3.5484 3.9979 0.8322 0.613
 10 1.078790e+05 4.2990 3.5470 3.9971 0.8323 0.675
 11 1.226360e+05 4.3054 3.5455 3.9961 0.8324 0.740
 12 1.375140e+05 4.3112 3.5442 3.9949 0.8325 0.806
 13 1.524760e+05 4.3166 3.5429 3.9935 0.8325 0.874
 14 1.674990e+05 4.3216 3.5414 3.9917 0.8326 0.943
 15 1.825650e+05 4.3263 3.5391 3.9895 0.8326 1.012
 16 1.976660e+05 4.3309 3.5297 3.9894 0.8327 1.081
 17 2.127910e+05 4.3354 3.5137 3.9893 0.8327 1.151
 18 2.279350e+05 4.3399 3.5063 3.9891 0.8327 1.221
 19 2.430940e+05 4.3443 3.5010 3.9889 0.8327 1.290
 20 2.582680e+05 4.3487 3.4971 3.9887 0.8328 1.360
 21 2.734530e+05 4.3531 3.4936 3.9885 0.8328 1.430
 22 2.886500e+05 4.3575 3.4911 3.9882 0.8328 1.499
 23 3.038580e+05 4.3620 3.4885 3.9879 0.8328 1.566
 24 3.190750e+05 4.3664 3.4858 3.9876 0.8328 1.632
 25 3.343030e+05 4.3710 3.4835 3.9872 0.8328 1.692
 26 3.495400e+05 4.3755 3.4816 3.9869 0.8329 1.744
 27 3.647870e+05 4.3801 3.4792 3.9865 0.8329 1.782
 28 3.800430e+05 4.3848 3.4769 3.9860 0.8329 1.802
 29 3.953090e+05 4.3895 3.4750 3.9856 0.8329 1.800
 30 4.105840e+05 4.3943 3.4723 3.9851 0.8329 1.774
 31 4.258680e+05 4.3991 3.4705 3.9845 0.8330 1.723
 32 4.411620e+05 4.4038 3.4683 3.9831 0.8330 1.646
 33 4.564660e+05 4.4084 3.4664 3.9784 0.8330 1.546
 34 4.717840e+05 4.4123 3.4651 3.9654 0.8330 1.429
 35 4.871260e+05 4.4156 3.4643 3.9463 0.8330 1.301
 36 5.025010e+05 4.4187 3.4649 3.9246 0.8331 1.166
 37 5.179130e+05 4.4221 3.4678 3.9063 0.8331 1.023
 38 5.333570e+05 4.4269 3.4819 3.9040 0.8331 0.878
 39 5.488150e+05 4.4254 3.5125 3.8345 0.8331 0.768
 40 5.643560e+05 4.4194 3.5118 3.7236 0.8332 0.717
 41 5.800310e+05 4.4077 3.5098 3.5554 0.8332 0.748
 42 5.958920e+05 4.3858 3.5060 3.2815 0.8332 0.848
 43 6.120080e+05 4.3025 3.4898 2.2256 0.8334 0.993
