#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 2.9918 3.6193 1.8500 0.4832 0.325
  2 2.491170e+05 3.0027 3.6182 1.8500 0.4837 0.325
  3 5.087780e+05 3.0152 3.6172 1.8500 0.4842 0.325
  4 7.798370e+05 3.0293 3.6161 1.8500 0.4848 0.325
  5 1.063100e+06 3.0451 3.6148 1.8500 0.4855 0.325
  6 1.359250e+06 3.0629 3.6133 1.8500 0.4864 0.325
  7 1.668680e+06 3.0831 3.6117 1.8500 0.4874 0.325
  8 1.991390e+06 3.1057 3.6098 1.8500 0.4886 0.325
  9 2.326700e+06 3.1311 3.6076 1.8500 0.4900 0.325
 10 2.673120e+06 3.1594 3.6052 1.8500 0.4917 0.325
 11 3.028190e+06 3.1906 3.6024 1.8500 0.4937 0.325
 12 3.388530e+06 3.2245 3.5994 1.8500 0.4961 0.325
 13 3.750150e+06 3.2608 3.5963 1.8500 0.4989 0.325
 14 4.108840e+06 3.2991 3.5930 1.8500 0.5022 0.325
 15 4.460690e+06 3.3389 3.5896 1.8500 0.5059 0.325
 16 4.802400e+06 3.3795 3.5860 1.8500 0.5102 0.325
 17 5.131450e+06 3.4204 3.5824 1.8500 0.5150 0.325
 18 5.445990e+06 3.4612 3.5788 1.8500 0.5203 0.325
 19 5.744740e+06 3.5013 3.5752 1.8500 0.5262 0.325
 20 6.026890e+06 3.5405 3.5716 1.8500 0.5326 0.325
 21 6.291990e+06 3.5783 3.5682 1.8500 0.5395 0.489
 22 6.539910e+06 3.6100 3.5635 1.8500 0.5454 0.771
 23 6.776830e+06 3.6377 3.5577 1.8500 0.5507 1.135
 24 7.007030e+06 3.6627 3.5285 1.8493 0.5557 1.558
 25 7.231470e+06 3.6856 3.5077 1.8479 0.5604 2.017
 26 7.449990e+06 3.7067 3.4956 1.8457 0.5650 2.493
 27 7.662140e+06 3.7262 3.4865 1.8425 0.5694 2.974
 28 7.867520e+06 3.7444 3.4786 1.8384 0.5738 3.447
 29 8.065820e+06 3.7613 3.4716 1.8331 0.5781 3.907
 30 8.256940e+06 3.7771 3.4652 1.8266 0.5824 4.347
 31 8.440840e+06 3.7920 3.4591 1.8190 0.5866 4.764
 32 8.617560e+06 3.8060 3.4540 1.8101 0.5909 5.159
 33 8.787200e+06 3.8193 3.4489 1.7999 0.5951 5.530
 34 8.949900e+06 3.8320 3.4442 1.7886 0.5993 5.879
 35 9.105820e+06 3.8441 3.4395 1.7760 0.6036 6.206
 36 9.255120e+06 3.8557 3.4351 1.7624 0.6079 6.512
 37 9.397990e+06 3.8670 3.4308 1.7477 0.6122 6.799
 38 9.534600e+06 3.8779 3.4267 1.7320 0.6166 7.069
 39 9.665140e+06 3.8885 3.4226 1.7154 0.6210 7.321
 40 9.789790e+06 3.8986 3.4187 1.6980 0.6254 7.556
 41 9.908850e+06 3.9087 3.4149 1.6799 0.6298 7.777
 42 1.002240e+07 3.9186 3.4110 1.6610 0.6343 7.984
 43 1.013070e+07 3.9282 3.4070 1.6371 0.6388 8.179
 44 1.023400e+07 3.9378 3.3681 1.1368 0.6435 8.267
