#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.2960 3.5859 3.5000 0.9008 0.335
  2 4.025570e+03 4.3148 3.5838 3.4998 0.9018 0.363
  3 9.528760e+03 4.3352 3.5814 3.4994 0.9023 0.413
  4 1.603300e+04 4.3548 3.5787 3.4985 0.9026 0.480
  5 2.300490e+04 4.3717 3.5761 3.4971 0.9028 0.558
  6 3.016660e+04 4.3855 3.5736 3.4948 0.9029 0.642
  7 3.740950e+04 4.3968 3.5713 3.4915 0.9030 0.728
  8 4.469450e+04 4.4059 3.5692 3.4869 0.9030 0.818
  9 5.200740e+04 4.4134 3.5666 3.4804 0.9030 0.908
 10 5.934220e+04 4.4195 3.5643 3.4718 0.9031 1.001
 11 6.669630e+04 4.4251 3.5591 3.4717 0.9031 1.094
 12 7.406270e+04 4.4300 3.5485 3.4717 0.9031 1.187
 13 8.143880e+04 4.4343 3.5424 3.4717 0.9031 1.281
 14 8.882270e+04 4.4382 3.5380 3.4717 0.9031 1.374
 15 9.621340e+04 4.4418 3.5343 3.4716 0.9032 1.467
 16 1.036100e+05 4.4452 3.5313 3.4716 0.9032 1.557
 17 1.110110e+05 4.4484 3.5289 3.4715 0.9032 1.645
 18 1.184170e+05 4.4514 3.5263 3.4715 0.9032 1.727
 19 1.258270e+05 4.4544 3.5242 3.4714 0.9032 1.801
 20 1.332400e+05 4.4573 3.5220 3.4713 0.9032 1.865
 21 1.406570e+05 4.4602 3.5201 3.4712 0.9032 1.914
 22 1.480770e+05 4.4630 3.5176 3.4712 0.9032 1.947
 23 1.555000e+05 4.4659 3.5155 3.4711 0.9032 1.960
 24 1.629270e+05 4.4687 3.5131 3.4710 0.9032 1.955
 25 1.703560e+05 4.4715 3.5112 3.4709 0.9032 1.931
 26 1.777880e+05 4.4743 3.5090 3.4707 0.9032 1.893
 27 1.852230e+05 4.4771 3.5073 3.4706 0.9032 1.828
 28 1.926610e+05 4.4800 3.5054 3.4705 0.9032 1.743
 29 2.001010e+05 4.4828 3.5043 3.4704 0.9032 1.638
 30 2.075440e+05 4.4857 3.5033 3.4703 0.9033 1.515
 31 2.149900e+05 4.4886 3.5027 3.4702 0.9033 1.376
 32 2.224390e+05 4.4915 3.5034 3.4700 0.9033 1.226
 33 2.298910e+05 4.4945 3.5052 3.4700 0.9033 1.070
 34 2.600970e+05 4.4409 3.4990 2.8058 0.9034 1.213
 35 2.679270e+05 4.4430 3.4895 2.8056 0.9034 1.351
 36 2.757670e+05 4.4450 3.4846 2.8054 0.9034 1.488
 37 2.836130e+05 4.4470 3.4809 2.8043 0.9034 1.623
 38 2.914620e+05 4.4487 3.4777 2.8000 0.9034 1.757
 39 2.993170e+05 4.4494 3.4751 2.7860 0.9035 1.891
 40 3.071810e+05 4.4493 3.4723 2.7640 0.9035 2.027
 41 3.150580e+05 4.4486 3.4699 2.7357 0.9035 2.165
 42 3.229520e+05 4.4473 3.4672 2.7030 0.9035 2.305
 43 3.308640e+05 4.4453 3.4647 2.6627 0.9035 2.449
 44 3.387980e+05 4.4426 3.4620 2.6171 0.9035 2.597
 45 3.467570e+05 4.4392 3.4591 2.5653 0.9035 2.749
 46 3.547420e+05 4.4349 3.4561 2.5054 0.9035 2.906
 47 3.627570e+05 4.4293 3.4532 2.4319 0.9036 3.070
 48 3.708070e+05 4.4225 3.4496 2.3476 0.9036 3.243
 49 3.788960e+05 4.4146 3.4456 2.2498 0.9036 3.425
 50 3.870270e+05 4.4051 3.4414 2.1337 0.9037 3.621
 51 3.951450e+05 4.3939 3.4363 1.9919 0.9038 3.836
 52 4.032380e+05 4.3806 3.4304 1.8084 0.9040 4.084
 53 4.112940e+05 4.3638 3.4250 1.5309 0.9044 4.403
