#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.2664 3.5224 1.2000 0.5171 0.394
  2 1.109350e+05 3.2899 3.5198 1.2000 0.5182 0.394
  3 2.272040e+05 3.3159 3.5167 1.2000 0.5196 0.394
  4 3.491170e+05 3.3439 3.5133 1.1999 0.5212 0.394
  5 4.768180e+05 3.3741 3.5099 1.1999 0.5231 0.394
  6 6.101900e+05 3.4061 3.5059 1.1997 0.5253 0.394
  7 7.487710e+05 3.4397 3.5018 1.1993 0.5279 0.394
  8 8.916950e+05 3.4743 3.4974 1.1984 0.5308 0.394
  9 1.037700e+06 3.5096 3.4928 1.1961 0.5342 0.394
 10 1.185210e+06 3.5449 3.4880 1.1900 0.5380 0.394
 11 1.332520e+06 3.5797 3.4826 1.1730 0.5422 0.394
 12 1.477960e+06 3.6135 3.4737 1.1063 0.5468 0.394
 13 1.587930e+06 3.6305 3.4580 0.5499 0.5499 0.394
