#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.2465 3.5190 5.0000 0.8312 0.353
  2 5.916360e+03 4.2585 3.5178 5.0000 0.8321 0.354
  3 1.228700e+04 4.2699 3.5166 4.9999 0.8329 0.355
  4 1.911950e+04 4.2812 3.5154 4.9999 0.8335 0.357
  5 2.643890e+04 4.2921 3.5139 4.9998 0.8342 0.360
  6 3.423950e+04 4.3027 3.5126 4.9997 0.8347 0.364
  7 4.249450e+04 4.3127 3.5115 4.9996 0.8353 0.369
  8 5.116430e+04 4.3221 3.5104 4.9994 0.8357 0.376
  9 6.020290e+04 4.3309 3.5094 4.9992 0.8362 0.383
 10 6.956340e+04 4.3391 3.5084 4.9990 0.8366 0.391
 11 7.920050e+04 4.3467 3.5075 4.9986 0.8369 0.400
 12 8.907270e+04 4.3538 3.5062 4.9982 0.8372 0.410
 13 9.914350e+04 4.3605 3.5054 4.9977 0.8375 0.421
 14 1.093810e+05 4.3667 3.5045 4.9971 0.8377 0.432
 15 1.197590e+05 4.3726 3.5038 4.9964 0.8379 0.445
 16 1.302540e+05 4.3782 3.5030 4.9955 0.8381 0.457
 17 1.408480e+05 4.3836 3.5023 4.9945 0.8383 0.469
 18 1.515260e+05 4.3889 3.5016 4.9934 0.8385 0.482
 19 1.622740e+05 4.3940 3.5008 4.9921 0.8386 0.495
 20 1.730840e+05 4.3990 3.5001 4.9905 0.8388 0.506
 21 1.839460e+05 4.4039 3.4994 4.9888 0.8389 0.516
 22 1.948540e+05 4.4088 3.4986 4.9868 0.8390 0.523
 23 2.058030e+05 4.4137 3.4979 4.9845 0.8391 0.528
 24 2.167890e+05 4.4185 3.4972 4.9819 0.8392 0.530
 25 2.278070e+05 4.4233 3.4964 4.9788 0.8394 0.529
 26 2.388560e+05 4.4281 3.4953 4.9753 0.8395 0.524
 27 2.499340e+05 4.4329 3.4944 4.9713 0.8396 0.515
 28 2.610380e+05 4.4376 3.4937 4.9666 0.8397 0.503
 29 2.721690e+05 4.4423 3.4930 4.9611 0.8398 0.487
 30 2.833240e+05 4.4470 3.4918 4.9548 0.8399 0.467
 31 2.945040e+05 4.4516 3.4911 4.9474 0.8400 0.444
 32 3.057090e+05 4.4562 3.4900 4.9388 0.8401 0.418
 33 3.169390e+05 4.4606 3.4892 4.9287 0.8402 0.389
 34 3.281950e+05 4.4650 3.4880 4.9169 0.8403 0.359
 35 3.394780e+05 4.4691 3.4873 4.9029 0.8404 0.327
 36 3.507880e+05 4.4732 3.4862 4.8865 0.8405 0.295
 37 3.621280e+05 4.4769 3.4852 4.8672 0.8406 0.264
 38 3.734990e+05 4.4804 3.4844 4.8443 0.8407 0.235
 39 3.849050e+05 4.4834 3.4833 4.8173 0.8408 0.208
 40 3.963460e+05 4.4861 3.4822 4.7854 0.8409 0.185
 41 4.078290e+05 4.4882 3.4814 4.7472 0.8410 0.166
 42 4.193570e+05 4.4895 3.4801 4.7011 0.8411 0.152
 43 4.309370e+05 4.4899 3.4792 4.6452 0.8412 0.142
 44 4.425750e+05 4.4891 3.4777 4.5763 0.8413 0.137
 45 4.542810e+05 4.4866 3.4765 4.4903 0.8414 0.482
 46 4.660640e+05 4.4819 3.4716 4.3802 0.8415 0.561
 47 4.779400e+05 4.4809 3.4827 4.3032 0.8418 0.646
 48 4.899090e+05 4.4767 3.4809 4.2007 0.8419 0.730
 49 5.019530e+05 4.4691 3.4788 4.0645 0.8420 0.824
 50 5.140810e+05 4.4550 3.4759 3.8623 0.8421 0.941
 51 5.263140e+05 4.4345 3.4718 3.5911 0.8422 1.078
 52 5.386420e+05 4.4388 3.4170 3.5903 0.8424 1.217
 53 5.508590e+05 4.4274 3.4025 3.4240 0.8425 1.362
 54 5.631560e+05 4.4098 3.3928 3.1892 0.8428 1.516
 55 5.754340e+05 4.3820 3.3805 2.8295 0.8431 1.681
 56 5.876040e+05 4.3294 3.3578 2.0653 0.8436 1.844
