#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.6184 3.4362 1.7000 0.5433 0.360
  2 3.677390e+04 3.6259 3.4348 1.6983 0.5442 0.360
  3 7.328860e+04 3.6340 3.4333 1.6960 0.5452 0.360
  4 1.095290e+05 3.6422 3.4318 1.6932 0.5462 0.360
  5 1.454810e+05 3.6506 3.4303 1.6896 0.5473 0.360
  6 1.811310e+05 3.6592 3.4286 1.6849 0.5485 0.360
  7 2.164660e+05 3.6678 3.4269 1.6785 0.5497 0.360
  8 2.514750e+05 3.6766 3.4250 1.6700 0.5510 0.360
  9 2.861470e+05 3.6853 3.4227 1.6580 0.5523 0.360
 10 3.204740e+05 3.6940 3.4200 1.6406 0.5537 0.360
 11 3.544470e+05 3.7028 3.4169 1.6135 0.5551 0.360
 12 3.880610e+05 3.7115 3.4120 1.5647 0.5566 0.360
 13 4.213150e+05 3.7197 3.3997 1.4153 0.5581 0.360
