#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.1150 3.4635 4.5000 0.7756 0.357
  2 5.921830e+03 4.1259 3.4618 4.5000 0.7766 0.357
  3 1.196800e+04 4.1360 3.4603 4.4999 0.7773 0.357
  4 1.819560e+04 4.1456 3.4591 4.4998 0.7780 0.358
  5 2.464290e+04 4.1546 3.4576 4.4997 0.7787 0.358
  6 3.132810e+04 4.1631 3.4566 4.4996 0.7792 0.359
  7 3.825520e+04 4.1710 3.4553 4.4994 0.7798 0.360
  8 4.541860e+04 4.1784 3.4544 4.4992 0.7803 0.361
  9 5.280640e+04 4.1851 3.4532 4.4989 0.7807 0.363
 10 6.040250e+04 4.1913 3.4525 4.4986 0.7811 0.364
 11 6.818900e+04 4.1968 3.4518 4.4982 0.7814 0.366
 12 7.614710e+04 4.2018 3.4508 4.4977 0.7818 0.368
 13 8.425810e+04 4.2062 3.4503 4.4972 0.7820 0.370
 14 9.250410e+04 4.2102 3.4497 4.4966 0.7823 0.373
 15 1.008680e+05 4.2137 3.4492 4.4959 0.7825 0.375
 16 1.093360e+05 4.2168 3.4485 4.4951 0.7827 0.378
 17 1.178930e+05 4.2196 3.4481 4.4943 0.7828 0.380
 18 1.265270e+05 4.2221 3.4478 4.4934 0.7829 0.383
 19 1.352270e+05 4.2243 3.4475 4.4925 0.7831 0.386
 20 1.439840e+05 4.2263 3.4472 4.4915 0.7832 0.389
 21 1.527900e+05 4.2281 3.4469 4.4904 0.7832 0.392
 22 1.616370e+05 4.2297 3.4466 4.4893 0.7833 0.395
 23 1.705190e+05 4.2312 3.4464 4.4881 0.7834 0.398
 24 1.794320e+05 4.2326 3.4462 4.4868 0.7834 0.401
 25 1.883700e+05 4.2339 3.4459 4.4855 0.7835 0.405
 26 1.973310e+05 4.2351 3.4457 4.4842 0.7835 0.408
 27 2.063090e+05 4.2363 3.4455 4.4828 0.7835 0.411
 28 2.153040e+05 4.2374 3.4449 4.4813 0.7836 0.414
 29 2.243120e+05 4.2385 3.4447 4.4798 0.7836 0.418
 30 2.333310e+05 4.2395 3.4446 4.4782 0.7836 0.421
 31 2.423600e+05 4.2406 3.4444 4.4766 0.7836 0.424
 32 2.513980e+05 4.2416 3.4442 4.4749 0.7836 0.428
 33 2.604420e+05 4.2426 3.4440 4.4731 0.7836 0.431
 34 2.694930e+05 4.2436 3.4438 4.4713 0.7837 0.434
 35 2.785490e+05 4.2446 3.4436 4.4695 0.7837 0.438
 36 2.876100e+05 4.2456 3.4434 4.4675 0.7837 0.441
 37 2.966750e+05 4.2466 3.4432 4.4656 0.7837 0.445
 38 3.057430e+05 4.2476 3.4430 4.4635 0.7837 0.448
 39 3.148140e+05 4.2486 3.4428 4.4614 0.7837 0.452
 40 3.238880e+05 4.2497 3.4426 4.4591 0.7837 0.455
