#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.4872 3.5804 1.3000 0.5488 0.336
  2 1.436870e+05 3.5200 3.5773 1.2999 0.5513 0.447
  3 3.274000e+05 3.5608 3.5724 1.2997 0.5544 0.794
  4 5.402830e+05 3.6073 3.5639 1.2987 0.5584 1.547
  5 7.677100e+05 3.6541 3.5227 1.2972 0.5631 2.742
  6 9.964250e+05 3.6965 3.4934 1.2915 0.5682 4.189
  7 1.219410e+06 3.7329 3.4701 1.2760 0.5735 5.625
  8 1.433670e+06 3.7634 3.4505 1.2447 0.5790 6.894
  9 1.637690e+06 3.7886 3.4326 1.1932 0.5845 7.970
 10 1.830530e+06 3.8103 3.4158 1.1196 0.5904 8.874
