#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.1125 3.5717 3.0000 0.7847 0.313
  2 1.303060e+04 4.1236 3.5706 2.9997 0.7861 0.369
  3 3.488080e+04 4.1380 3.5687 2.9992 0.7873 0.499
  4 5.874650e+04 4.1498 3.5662 2.9983 0.7876 0.661
  5 8.319530e+04 4.1594 3.5636 2.9969 0.7879 0.840
  6 1.079330e+05 4.1672 3.5605 2.9950 0.7880 1.029
  7 1.328720e+05 4.1736 3.5513 2.9950 0.7881 1.226
  8 1.579620e+05 4.1789 3.5348 2.9949 0.7882 1.429
  9 1.831700e+05 4.1835 3.5266 2.9947 0.7883 1.635
 10 2.084700e+05 4.1874 3.5205 2.9944 0.7884 1.843
 11 2.338420e+05 4.1910 3.5156 2.9941 0.7884 2.051
 12 2.592730e+05 4.1943 3.5116 2.9938 0.7885 2.260
 13 2.847520e+05 4.1975 3.5080 2.9933 0.7885 2.467
 14 3.102700e+05 4.2006 3.5050 2.9927 0.7885 2.673
 15 3.358220e+05 4.2036 3.5020 2.9921 0.7886 2.877
 16 3.614030e+05 4.2067 3.4994 2.9913 0.7886 3.079
 17 3.870120e+05 4.2098 3.4969 2.9905 0.7886 3.279
 18 4.126450e+05 4.2130 3.4943 2.9895 0.7886 3.476
 19 4.383010e+05 4.2162 3.4922 2.9883 0.7886 3.671
 20 4.639790e+05 4.2196 3.4901 2.9870 0.7887 3.864
 21 4.896780e+05 4.2230 3.4879 2.9856 0.7887 4.054
 22 5.153980e+05 4.2265 3.4862 2.9840 0.7887 4.242
 23 5.411380e+05 4.2301 3.4841 2.9823 0.7887 4.428
 24 5.668990e+05 4.2338 3.4824 2.9803 0.7887 4.611
 25 5.926800e+05 4.2376 3.4802 2.9782 0.7888 4.792
 26 6.184810e+05 4.2415 3.4785 2.9759 0.7888 4.970
 27 6.443030e+05 4.2455 3.4768 2.9733 0.7888 5.147
 28 6.701450e+05 4.2495 3.4751 2.9705 0.7888 5.321
 29 6.960080e+05 4.2536 3.4733 2.9675 0.7888 5.493
 30 7.218920e+05 4.2578 3.4716 2.9643 0.7888 5.663
 31 7.477970e+05 4.2620 3.4698 2.9608 0.7889 5.831
 32 7.737250e+05 4.2663 3.4679 2.9570 0.7889 5.996
 33 7.996740e+05 4.2707 3.4666 2.9529 0.7889 6.160
 34 8.256450e+05 4.2751 3.4648 2.9486 0.7889 6.322
 35 8.516400e+05 4.2795 3.4630 2.9440 0.7889 6.482
 36 8.776580e+05 4.2840 3.4613 2.9390 0.7889 6.640
 37 9.037000e+05 4.2884 3.4597 2.9338 0.7890 6.796
 38 9.297660e+05 4.2929 3.4578 2.9282 0.7890 6.951
 39 9.558570e+05 4.2974 3.4564 2.9220 0.7890 7.103
 40 9.819740e+05 4.3017 3.4544 2.9133 0.7890 7.255
 41 1.008120e+06 4.3055 3.4528 2.9000 0.7890 7.405
 42 1.034300e+06 4.3056 3.4503 2.8522 0.7891 7.556
 43 1.060580e+06 4.2961 3.4462 2.7221 0.7891 7.716
 44 1.087070e+06 4.2788 3.4395 2.5207 0.7891 7.894
 45 1.113880e+06 4.2493 3.4283 2.1958 0.7892 8.107
 46 1.141150e+06 4.1926 3.3983 1.4135 0.7895 8.443
