#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.3276 3.5991 1.4000 0.5474 0.325
  2 1.451380e+05 3.3838 3.5941 1.4000 0.5499 0.429
  3 3.304620e+05 3.4501 3.5867 1.4000 0.5529 0.752
  4 5.460590e+05 3.5212 3.5765 1.3999 0.5566 1.453
  5 7.783680e+05 3.5891 3.5411 1.3992 0.5610 2.583
  6 1.014360e+06 3.6478 3.5107 1.3955 0.5656 3.982
  7 1.246590e+06 3.6952 3.4872 1.3844 0.5703 5.392
  8 1.471970e+06 3.7329 3.4674 1.3601 0.5750 6.652
  9 1.688910e+06 3.7631 3.4497 1.3178 0.5798 7.739
 10 1.896170e+06 3.7878 3.4332 1.2547 0.5848 8.665
 11 2.092440e+06 3.8090 3.4165 1.1695 0.5902 9.454
 12 2.253450e+06 3.8207 3.4045 0.5939 0.5939 9.454
