#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.5100 3.6013 2.0000 0.5546 0.308
  2 1.322410e+05 3.5429 3.5984 2.0000 0.5572 0.451
  3 3.145580e+05 3.5820 3.5933 2.0000 0.5595 0.825
  4 5.369680e+05 3.6260 3.5848 2.0000 0.5621 1.550
  5 7.851250e+05 3.6692 3.5554 1.9994 0.5649 2.642
  6 1.044470e+06 3.7065 3.5334 1.9970 0.5675 3.966
  7 1.306020e+06 3.7360 3.5166 1.9899 0.5699 5.340
  8 1.565720e+06 3.7582 3.5032 1.9738 0.5720 6.631
  9 1.821960e+06 3.7742 3.4919 1.9444 0.5738 7.769
 10 2.074280e+06 3.7859 3.4815 1.8986 0.5755 8.742
 11 2.322200e+06 3.7949 3.4715 1.8342 0.5772 9.572
 12 2.564770e+06 3.8025 3.4613 1.7500 0.5791 10.281
 13 2.800540e+06 3.8097 3.4493 1.6452 0.5814 10.886
 14 3.027640e+06 3.8169 3.4358 1.5201 0.5841 11.405
 15 3.244010e+06 3.8255 3.4196 1.3734 0.5878 11.855
 16 3.446860e+06 3.8358 3.4010 1.2050 0.5925 12.248
