 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -2.344  3.578  5.215  6.769  2.463  0.769 1.71E-4 4.81E-4 0.0000 0.0000 -2.344 0.0000 0.0000  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 2.57563E+10 -2.305  3.582  5.195  6.769  2.435  0.748 1.71E-4 4.81E-4 0.0000 0.0000 -2.305 0.0000 0.0039  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
