 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 0.00000E+00 -2.060  3.600  5.146  6.827  2.309  0.768 1.71E-4 4.81E-4 0.0000 0.0000 -2.060 0.0000 0.0000  0.000 0.0000 0.0000  0.000  0.000  0.0000  ZAMS                
 2.48810E+10 -1.998  3.603  5.096  6.813  2.237  0.747 1.71E-4 4.81E-4 0.0000 0.0000 -1.998 0.0000 0.0255  0.000 0.0000 0.0000  0.000  0.000  0.0000  F    
