#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.0161 3.6259 1.7000 0.7484 0.302
  2 2.289280e+04 4.0265 3.6250 1.7000 0.7506 4.143
  3 6.813610e+04 4.0422 3.6033 1.6998 0.7533 10.779
  4 1.186170e+05 4.0538 3.5644 1.6912 0.7548 14.199
  5 1.696740e+05 4.0607 3.5363 1.6655 0.7555 15.752
  6 2.208420e+05 4.0644 3.5163 1.6261 0.7556 16.555
  7 2.721760e+05 4.0665 3.5013 1.5767 0.7558 17.036
  8 3.237190e+05 4.0678 3.4889 1.5193 0.7559 17.352
  9 3.755020e+05 4.0686 3.4785 1.4551 0.7561 17.573
 10 4.275470e+05 4.0692 3.4690 1.3850 0.7562 17.732
 11 4.798670e+05 4.0696 3.4607 1.3095 0.7564 17.850
 12 5.324710e+05 4.0700 3.4546 1.2295 0.7566 17.934
