#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.4017 3.5414 1.8000 0.5318 0.342
  2 9.634440e+04 3.4283 3.5387 1.8000 0.5335 0.342
  3 1.993760e+05 3.4583 3.5355 1.8000 0.5355 0.342
  4 3.094090e+05 3.4913 3.5316 1.8000 0.5380 0.342
  5 4.262370e+05 3.5269 3.5278 1.8000 0.5411 0.342
  6 5.489310e+05 3.5642 3.5234 1.8000 0.5447 0.342
  7 6.757730e+05 3.6023 3.5188 1.7999 0.5490 0.342
  8 8.044490e+05 3.6401 3.5146 1.7998 0.5539 0.342
  9 9.324630e+05 3.6767 3.5102 1.7996 0.5594 0.342
 10 1.057590e+06 3.7113 3.5059 1.7989 0.5653 0.342
 11 1.178180e+06 3.7434 3.5018 1.7974 0.5717 0.342
 12 1.293200e+06 3.7731 3.4980 1.7942 0.5784 0.342
 13 1.402160e+06 3.8003 3.4943 1.7878 0.5852 0.342
 14 1.504930e+06 3.8252 3.4905 1.7752 0.5922 0.342
 15 1.601650e+06 3.8481 3.4866 1.7500 0.5993 0.342
 16 1.692550e+06 3.8691 3.4814 1.6932 0.6064 0.342
 17 1.778010e+06 3.8882 3.4639 1.4056 0.6134 0.350
